track_name,mbz_id,fname,instrument,f_score,iterations,time,threshold,smooth,pre_avg,post_avg,pre_max,post_max
Back Home Again in Indiana,b0e03bf2-6c3d-48e7-aa7c-ab321ae8a459,petersono-backhomeagaininindiana-kingawilkinsonm-1947-b0e03bf2,bass,0.9307479224376731,21,07-05-24_21-40-30,1.0736899656946828,0.09941573756432248,0.0,0.0,0.023125,0.0175
Tristeza,55736745-695f-4703-a51b-637db2db7324,petersono-tristeza-jonessdurhamb-1970-55736745,bass,0.9547738693467337,21,07-05-24_21-40-37,1.0736899656946828,0.09941573756432248,0.0,0.0,0.023125,0.0175
The Man I Love,20c60566-3170-41b9-992c-a3062948fca6,petersono-themanilove-orstedndrewm-1984-20c60566,bass,0.9414316702819957,21,07-05-24_21-40-38,1.0736899656946828,0.09941573756432248,0.0,0.0,0.023125,0.0175
Sweet Georgia Brown,25a7592c-4709-4429-9ca9-7070b32c7f25,powellb-sweetgeorgiabrown-russellcroachm-1950-25a7592c,bass,0.5379876796714579,21,07-05-24_21-40-48,1.0736899656946828,0.09941573756432248,0.0,0.0,0.023125,0.0175
Like Someone in Love,cebd562d-6606-40b5-8d58-01c96609470c,powellb-likesomeoneinlove-michelotpclarkek-1953-cebd562d,bass,0.9421768707482994,21,07-05-24_21-40-51,1.0736899656946828,0.09941573756432248,0.0,0.0,0.023125,0.0175
Rifftide,8a86e370-95b2-48d1-8346-7664ab9f2b7f,powellb-rifftide-orstednschiopffew-1962-8a86e370,bass,0.9539040451552211,21,07-05-24_21-40-53,1.0736899656946828,0.09941573756432248,0.0,0.0,0.023125,0.0175
Blues for Gwen,72d0306f-d3ed-4332-9d59-1c22271568d7,tynerm-bluesforgwen-davisajonese-1962-72d0306f,bass,0.9665134602757716,22,07-05-24_21-42-09,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Lil Darlin,f892ef46-a5e6-4624-a694-36444677cfa2,tynerm-lildarlin-sharpeahayesl-1986-f892ef46,bass,0.9490566037735849,22,07-05-24_21-42-02,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
TraneLike,f61d311f-067d-4ff3-986f-ac91a571a381,tynerm-tranelike-clarkesfostera-1998-f61d311f,bass,0.878942014242116,22,07-05-24_21-41-55,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Someday My Prince Will Come,709cf40e-fd3f-4af7-9028-d96c90741cce,barronk-somedaymyprincewillcome-williamsbrileyb-1982-709cf40e,bass,0.9278152069297401,22,07-05-24_21-42-08,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Take the Coltrane,d8efd19a-95cb-47b7-a113-846ac138be11,barronk-takethecoltrane-hadenchaynesr-1994-d8efd19a,bass,0.9474342928660826,22,07-05-24_21-42-10,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Shuffle Boil,3a37bdb6-b048-480b-b367-43d0f60e2313,barronk-shuffleboil-kitagawakblakej-2015-3a37bdb6,bass,0.9163879598662206,22,07-05-24_21-41-32,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Just Friends,0469f84b-0b9d-4e06-8c82-8d634fd8e8e1,flanagant-justfriends-tuckerbbaileyd-1961-0469f84b,bass,0.975609756097561,22,07-05-24_21-41-55,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Denzils Best,b4be29dc-0604-4d35-9eec-a1134ddf4d18,flanagant-denzilsbest-mrazgjonese-1976-b4be29dc,bass,0.9449541284403671,22,07-05-24_21-41-40,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Birdsong,1538c8eb-ccd3-4df9-9680-2f866b90ebef,flanagant-birdsong-washingtonpnashl-1997-1538c8eb,bass,0.9666100735710244,22,07-05-24_21-42-11,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Ralphs New Blues,7dfd6f62-eb98-4ab1-a82a-faffdc919479,mancej-ralphsnewblues-tuckerbthomasb-1960-7dfd6f62,bass,0.9544235924932977,22,07-05-24_21-41-24,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Holy Mama,9983c9b5-42f8-430f-803c-1afa05bfd4bd,mancej-holymama-riveramlaroccas-1977-9983c9b5,bass,0.9592920353982302,22,07-05-24_21-41-59,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Broadway,97763166-9e4b-426b-9bcc-8cf687051dfe,mancej-broadway-tanakahwilliamsj-2007-97763166,bass,0.8393094289508631,22,07-05-24_21-42-03,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Spring Will Be a Little Late This Year,828208f2-3ae0-4de4-878c-ffd8f7cda68c,jamala-springwillbealittle-crosbyiperkinsw-1955-828208f2,bass,0.9218328840970349,22,07-05-24_21-41-24,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Dolphin Dance,87cd9343-6d9e-4651-aabc-aa191fd7c6b0,jamala-dolphindance-nasserjgantf-1971-87cd9343,bass,0.9455445544554454,22,07-05-24_21-41-32,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Milan,16ff9b1f-39ac-4116-83a7-17ae46b76cc5,jamala-milan-cammackjmuhammadi-2004-16ff9b1f,bass,0.9776984834968778,22,07-05-24_21-41-48,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
No Cover No Minimum,f675dc4a-15fd-44f2-b929-9908d878a3b0,evansb-nocovernominimum-koticktmotianp-1956-f675dc4a,bass,0.9387755102040817,22,07-05-24_21-42-06,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Glorias Step take 1 interrupted,af9c1ed7-0406-4411-a53e-32c5350c9bf8,evansb-gloriassteptake1interrupted-lafarosmotianp-1961-af9c1ed7,bass,0.9547738693467337,22,07-05-24_21-41-11,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Glorias Step take 3,f72a8e95-4a9f-409a-aff7-8857540adf73,evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,bass,0.9693877551020408,22,07-05-24_21-41-11,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Emily,f9fa0f9b-b3d7-4f59-a376-54fc83d42e80,evansb-emily-gomezemorellm-1968-f9fa0f9b,bass,0.9029850746268656,22,07-05-24_21-41-16,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
SeeSaw,166c480f-4084-491d-a32a-8c899b0e9940,evansb-seesaw-gomezemorellm-1973-166c480f,bass,0.929608938547486,22,07-05-24_21-41-37,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
All of You,1324a29e-6075-4beb-861d-73f6de9be20a,evansb-allofyou-gomezezigmunde-1974-1324a29e,bass,0.8838383838383838,22,07-05-24_21-41-46,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Bills Hit Tune,8907b003-9e93-4b74-b35a-981879c9e36e,evansb-billshittune-johnsonmlabarberaj-1980-8907b003,bass,0.928,22,07-05-24_21-41-51,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Rainbow,2c0f6494-cc8b-4a94-9b0c-9350a97499b2,jarrettk-rainbow-hadencmotianp-1972-2c0f6494,bass,0.7237113402061855,22,07-05-24_21-42-04,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
All the Things You Are,c82aab89-ca2b-4211-842f-9c69583d03ca,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,bass,0.9395348837209302,22,07-05-24_21-42-05,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Between the Devil and the Deep Blue Sea,7e485343-1cb9-4798-acc0-c35320949854,jarrettk-betweenthedevilandthe-peacockgdejohnettej-2009-7e485343,bass,0.8817204301075269,22,07-05-24_21-42-14,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
With Malice Towards None,d5c51907-81dd-42d8-9e78-956ff9f0d28e,hicksj-withmalicetowardsnone-bookerwmuhammadi-1981-d5c51907,bass,0.8858267716535434,22,07-05-24_21-42-11,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Expectations,78892a40-bee3-490c-90e8-226203310b97,hicksj-expectations-drummondrsmittym-1993-78892a40,bass,0.9347695990424896,22,07-05-24_21-42-14,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Fly Little Bird Fly,e3e5bd4a-a7c4-4b49-8308-c63420605332,hicksj-flylittlebirdfly-williamsbhayesl-2006-e3e5bd4a,bass,0.9599345870809485,22,07-05-24_21-42-10,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Back Home Again in Indiana,b0e03bf2-6c3d-48e7-aa7c-ab321ae8a459,petersono-backhomeagaininindiana-kingawilkinsonm-1947-b0e03bf2,bass,0.9295774647887324,22,07-05-24_21-41-49,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Tristeza,55736745-695f-4703-a51b-637db2db7324,petersono-tristeza-jonessdurhamb-1970-55736745,bass,0.9532237673830595,22,07-05-24_21-41-57,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
The Man I Love,20c60566-3170-41b9-992c-a3062948fca6,petersono-themanilove-orstedndrewm-1984-20c60566,bass,0.936542669584245,22,07-05-24_21-41-59,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Sweet Georgia Brown,25a7592c-4709-4429-9ca9-7070b32c7f25,powellb-sweetgeorgiabrown-russellcroachm-1950-25a7592c,bass,0.5341614906832298,22,07-05-24_21-42-07,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Like Someone in Love,cebd562d-6606-40b5-8d58-01c96609470c,powellb-likesomeoneinlove-michelotpclarkek-1953-cebd562d,bass,0.9466437177280551,22,07-05-24_21-42-11,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Rifftide,8a86e370-95b2-48d1-8346-7664ab9f2b7f,powellb-rifftide-orstednschiopffew-1962-8a86e370,bass,0.9553656220322888,22,07-05-24_21-42-13,1.2023799313893655,0.0994157375643225,0.0,0.0,0.023125,0.0175
Blues for Gwen,72d0306f-d3ed-4332-9d59-1c22271568d7,tynerm-bluesforgwen-davisajonese-1962-72d0306f,bass,0.9657894736842106,23,07-05-24_21-43-28,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Lil Darlin,f892ef46-a5e6-4624-a694-36444677cfa2,tynerm-lildarlin-sharpeahayesl-1986-f892ef46,bass,0.9495718363463367,23,07-05-24_21-43-22,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
TraneLike,f61d311f-067d-4ff3-986f-ac91a571a381,tynerm-tranelike-clarkesfostera-1998-f61d311f,bass,0.8662551440329219,23,07-05-24_21-43-13,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Someday My Prince Will Come,709cf40e-fd3f-4af7-9028-d96c90741cce,barronk-somedaymyprincewillcome-williamsbrileyb-1982-709cf40e,bass,0.9293320425943852,23,07-05-24_21-43-26,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Take the Coltrane,d8efd19a-95cb-47b7-a113-846ac138be11,barronk-takethecoltrane-hadenchaynesr-1994-d8efd19a,bass,0.9406565656565656,23,07-05-24_21-43-29,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Shuffle Boil,3a37bdb6-b048-480b-b367-43d0f60e2313,barronk-shuffleboil-kitagawakblakej-2015-3a37bdb6,bass,0.924114671163575,23,07-05-24_21-42-51,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Just Friends,0469f84b-0b9d-4e06-8c82-8d634fd8e8e1,flanagant-justfriends-tuckerbbaileyd-1961-0469f84b,bass,0.9766355140186915,23,07-05-24_21-43-14,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Denzils Best,b4be29dc-0604-4d35-9eec-a1134ddf4d18,flanagant-denzilsbest-mrazgjonese-1976-b4be29dc,bass,0.9489953632148378,23,07-05-24_21-43-00,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Birdsong,1538c8eb-ccd3-4df9-9680-2f866b90ebef,flanagant-birdsong-washingtonpnashl-1997-1538c8eb,bass,0.9653605905735377,23,07-05-24_21-43-29,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Ralphs New Blues,7dfd6f62-eb98-4ab1-a82a-faffdc919479,mancej-ralphsnewblues-tuckerbthomasb-1960-7dfd6f62,bass,0.9516129032258065,23,07-05-24_21-42-46,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Holy Mama,9983c9b5-42f8-430f-803c-1afa05bfd4bd,mancej-holymama-riveramlaroccas-1977-9983c9b5,bass,0.9537366548042704,23,07-05-24_21-43-17,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Broadway,97763166-9e4b-426b-9bcc-8cf687051dfe,mancej-broadway-tanakahwilliamsj-2007-97763166,bass,0.8143146522619852,23,07-05-24_21-43-22,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Spring Will Be a Little Late This Year,828208f2-3ae0-4de4-878c-ffd8f7cda68c,jamala-springwillbealittle-crosbyiperkinsw-1955-828208f2,bass,0.907608695652174,23,07-05-24_21-42-43,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Dolphin Dance,87cd9343-6d9e-4651-aabc-aa191fd7c6b0,jamala-dolphindance-nasserjgantf-1971-87cd9343,bass,0.9402985074626866,23,07-05-24_21-42-52,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Milan,16ff9b1f-39ac-4116-83a7-17ae46b76cc5,jamala-milan-cammackjmuhammadi-2004-16ff9b1f,bass,0.978494623655914,23,07-05-24_21-43-07,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
No Cover No Minimum,f675dc4a-15fd-44f2-b929-9908d878a3b0,evansb-nocovernominimum-koticktmotianp-1956-f675dc4a,bass,0.9416195856873822,23,07-05-24_21-43-24,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Glorias Step take 1 interrupted,af9c1ed7-0406-4411-a53e-32c5350c9bf8,evansb-gloriassteptake1interrupted-lafarosmotianp-1961-af9c1ed7,bass,0.964467005076142,23,07-05-24_21-42-30,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Glorias Step take 3,f72a8e95-4a9f-409a-aff7-8857540adf73,evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,bass,0.9641025641025642,23,07-05-24_21-42-30,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Emily,f9fa0f9b-b3d7-4f59-a376-54fc83d42e80,evansb-emily-gomezemorellm-1968-f9fa0f9b,bass,0.9125475285171103,23,07-05-24_21-42-35,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
SeeSaw,166c480f-4084-491d-a32a-8c899b0e9940,evansb-seesaw-gomezemorellm-1973-166c480f,bass,0.922384701912261,23,07-05-24_21-42-57,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
All of You,1324a29e-6075-4beb-861d-73f6de9be20a,evansb-allofyou-gomezezigmunde-1974-1324a29e,bass,0.8880407124681934,23,07-05-24_21-43-05,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Bills Hit Tune,8907b003-9e93-4b74-b35a-981879c9e36e,evansb-billshittune-johnsonmlabarberaj-1980-8907b003,bass,0.924318869828456,23,07-05-24_21-43-10,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Rainbow,2c0f6494-cc8b-4a94-9b0c-9350a97499b2,jarrettk-rainbow-hadencmotianp-1972-2c0f6494,bass,0.6937033084311632,23,07-05-24_21-43-23,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
All the Things You Are,c82aab89-ca2b-4211-842f-9c69583d03ca,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,bass,0.936694021101993,23,07-05-24_21-43-25,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Between the Devil and the Deep Blue Sea,7e485343-1cb9-4798-acc0-c35320949854,jarrettk-betweenthedevilandthe-peacockgdejohnettej-2009-7e485343,bass,0.8850353243416826,23,07-05-24_21-43-33,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
With Malice Towards None,d5c51907-81dd-42d8-9e78-956ff9f0d28e,hicksj-withmalicetowardsnone-bookerwmuhammadi-1981-d5c51907,bass,0.878,23,07-05-24_21-43-30,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Expectations,78892a40-bee3-490c-90e8-226203310b97,hicksj-expectations-drummondrsmittym-1993-78892a40,bass,0.9304295220810647,23,07-05-24_21-43-32,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Fly Little Bird Fly,e3e5bd4a-a7c4-4b49-8308-c63420605332,hicksj-flylittlebirdfly-williamsbhayesl-2006-e3e5bd4a,bass,0.9590834697217676,23,07-05-24_21-43-29,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Back Home Again in Indiana,b0e03bf2-6c3d-48e7-aa7c-ab321ae8a459,petersono-backhomeagaininindiana-kingawilkinsonm-1947-b0e03bf2,bass,0.9322033898305085,23,07-05-24_21-43-09,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Tristeza,55736745-695f-4703-a51b-637db2db7324,petersono-tristeza-jonessdurhamb-1970-55736745,bass,0.941025641025641,23,07-05-24_21-43-16,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
The Man I Love,20c60566-3170-41b9-992c-a3062948fca6,petersono-themanilove-orstedndrewm-1984-20c60566,bass,0.9315673289183223,23,07-05-24_21-43-17,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Sweet Georgia Brown,25a7592c-4709-4429-9ca9-7070b32c7f25,powellb-sweetgeorgiabrown-russellcroachm-1950-25a7592c,bass,0.5252100840336135,23,07-05-24_21-43-26,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Like Someone in Love,cebd562d-6606-40b5-8d58-01c96609470c,powellb-likesomeoneinlove-michelotpclarkek-1953-cebd562d,bass,0.9462738301559792,23,07-05-24_21-43-29,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Rifftide,8a86e370-95b2-48d1-8346-7664ab9f2b7f,powellb-rifftide-orstednschiopffew-1962-8a86e370,bass,0.9551954242135366,23,07-05-24_21-43-32,1.3310698970840482,0.10537360634648374,0.0,0.0,0.023125,0.0175
Blues for Gwen,72d0306f-d3ed-4332-9d59-1c22271568d7,tynerm-bluesforgwen-davisajonese-1962-72d0306f,bass,0.9678688524590164,24,07-05-24_21-44-47,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Lil Darlin,f892ef46-a5e6-4624-a694-36444677cfa2,tynerm-lildarlin-sharpeahayesl-1986-f892ef46,bass,0.9454887218045114,24,07-05-24_21-44-40,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
TraneLike,f61d311f-067d-4ff3-986f-ac91a571a381,tynerm-tranelike-clarkesfostera-1998-f61d311f,bass,0.8747474747474747,24,07-05-24_21-44-32,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Someday My Prince Will Come,709cf40e-fd3f-4af7-9028-d96c90741cce,barronk-somedaymyprincewillcome-williamsbrileyb-1982-709cf40e,bass,0.9242569511025887,24,07-05-24_21-44-45,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Take the Coltrane,d8efd19a-95cb-47b7-a113-846ac138be11,barronk-takethecoltrane-hadenchaynesr-1994-d8efd19a,bass,0.9425717852684143,24,07-05-24_21-44-48,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Shuffle Boil,3a37bdb6-b048-480b-b367-43d0f60e2313,barronk-shuffleboil-kitagawakblakej-2015-3a37bdb6,bass,0.9225589225589226,24,07-05-24_21-44-10,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Just Friends,0469f84b-0b9d-4e06-8c82-8d634fd8e8e1,flanagant-justfriends-tuckerbbaileyd-1961-0469f84b,bass,0.9744186046511628,24,07-05-24_21-44-33,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Denzils Best,b4be29dc-0604-4d35-9eec-a1134ddf4d18,flanagant-denzilsbest-mrazgjonese-1976-b4be29dc,bass,0.9446153846153846,24,07-05-24_21-44-18,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Birdsong,1538c8eb-ccd3-4df9-9680-2f866b90ebef,flanagant-birdsong-washingtonpnashl-1997-1538c8eb,bass,0.9666100735710244,24,07-05-24_21-44-48,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Ralphs New Blues,7dfd6f62-eb98-4ab1-a82a-faffdc919479,mancej-ralphsnewblues-tuckerbthomasb-1960-7dfd6f62,bass,0.9521276595744682,24,07-05-24_21-44-03,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Holy Mama,9983c9b5-42f8-430f-803c-1afa05bfd4bd,mancej-holymama-riveramlaroccas-1977-9983c9b5,bass,0.9528888888888888,24,07-05-24_21-44-36,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Broadway,97763166-9e4b-426b-9bcc-8cf687051dfe,mancej-broadway-tanakahwilliamsj-2007-97763166,bass,0.8283631544068919,24,07-05-24_21-44-42,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Spring Will Be a Little Late This Year,828208f2-3ae0-4de4-878c-ffd8f7cda68c,jamala-springwillbealittle-crosbyiperkinsw-1955-828208f2,bass,0.9139784946236559,24,07-05-24_21-44-02,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Dolphin Dance,87cd9343-6d9e-4651-aabc-aa191fd7c6b0,jamala-dolphindance-nasserjgantf-1971-87cd9343,bass,0.9405940594059407,24,07-05-24_21-44-11,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Milan,16ff9b1f-39ac-4116-83a7-17ae46b76cc5,jamala-milan-cammackjmuhammadi-2004-16ff9b1f,bass,0.9794826048171276,24,07-05-24_21-44-25,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
No Cover No Minimum,f675dc4a-15fd-44f2-b929-9908d878a3b0,evansb-nocovernominimum-koticktmotianp-1956-f675dc4a,bass,0.9276437847866419,24,07-05-24_21-44-45,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Glorias Step take 1 interrupted,af9c1ed7-0406-4411-a53e-32c5350c9bf8,evansb-gloriassteptake1interrupted-lafarosmotianp-1961-af9c1ed7,bass,0.9595959595959594,24,07-05-24_21-43-49,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Glorias Step take 3,f72a8e95-4a9f-409a-aff7-8857540adf73,evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,bass,0.9746192893401014,24,07-05-24_21-43-49,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Emily,f9fa0f9b-b3d7-4f59-a376-54fc83d42e80,evansb-emily-gomezemorellm-1968-f9fa0f9b,bass,0.9003690036900369,24,07-05-24_21-43-54,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
SeeSaw,166c480f-4084-491d-a32a-8c899b0e9940,evansb-seesaw-gomezemorellm-1973-166c480f,bass,0.9265033407572383,24,07-05-24_21-44-16,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
All of You,1324a29e-6075-4beb-861d-73f6de9be20a,evansb-allofyou-gomezezigmunde-1974-1324a29e,bass,0.8796992481203006,24,07-05-24_21-44-25,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Bills Hit Tune,8907b003-9e93-4b74-b35a-981879c9e36e,evansb-billshittune-johnsonmlabarberaj-1980-8907b003,bass,0.9238476953907816,24,07-05-24_21-44-29,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Rainbow,2c0f6494-cc8b-4a94-9b0c-9350a97499b2,jarrettk-rainbow-hadencmotianp-1972-2c0f6494,bass,0.7226720647773279,24,07-05-24_21-44-43,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
All the Things You Are,c82aab89-ca2b-4211-842f-9c69583d03ca,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,bass,0.9402898550724638,24,07-05-24_21-44-44,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Between the Devil and the Deep Blue Sea,7e485343-1cb9-4798-acc0-c35320949854,jarrettk-betweenthedevilandthe-peacockgdejohnettej-2009-7e485343,bass,0.8784810126582279,24,07-05-24_21-44-52,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
With Malice Towards None,d5c51907-81dd-42d8-9e78-956ff9f0d28e,hicksj-withmalicetowardsnone-bookerwmuhammadi-1981-d5c51907,bass,0.8751229105211407,24,07-05-24_21-44-50,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Expectations,78892a40-bee3-490c-90e8-226203310b97,hicksj-expectations-drummondrsmittym-1993-78892a40,bass,0.9342105263157895,24,07-05-24_21-44-52,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Fly Little Bird Fly,e3e5bd4a-a7c4-4b49-8308-c63420605332,hicksj-flylittlebirdfly-williamsbhayesl-2006-e3e5bd4a,bass,0.9591503267973855,24,07-05-24_21-44-48,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Back Home Again in Indiana,b0e03bf2-6c3d-48e7-aa7c-ab321ae8a459,petersono-backhomeagaininindiana-kingawilkinsonm-1947-b0e03bf2,bass,0.9299719887955181,24,07-05-24_21-44-27,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Tristeza,55736745-695f-4703-a51b-637db2db7324,petersono-tristeza-jonessdurhamb-1970-55736745,bass,0.9546599496221663,24,07-05-24_21-44-35,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
The Man I Love,20c60566-3170-41b9-992c-a3062948fca6,petersono-themanilove-orstedndrewm-1984-20c60566,bass,0.936542669584245,24,07-05-24_21-44-37,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Sweet Georgia Brown,25a7592c-4709-4429-9ca9-7070b32c7f25,powellb-sweetgeorgiabrown-russellcroachm-1950-25a7592c,bass,0.5319587628865979,24,07-05-24_21-44-45,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Like Someone in Love,cebd562d-6606-40b5-8d58-01c96609470c,powellb-likesomeoneinlove-michelotpclarkek-1953-cebd562d,bass,0.9365351629502573,24,07-05-24_21-44-49,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Rifftide,8a86e370-95b2-48d1-8346-7664ab9f2b7f,powellb-rifftide-orstednschiopffew-1962-8a86e370,bass,0.9554502369668246,24,07-05-24_21-44-51,1.2023799313893657,0.11133147512864495,0.0,0.0,0.023125,0.0175
Blues for Gwen,72d0306f-d3ed-4332-9d59-1c22271568d7,tynerm-bluesforgwen-davisajonese-1962-72d0306f,bass,0.9672346002621232,25,07-05-24_21-46-07,1.170207439965695,0.10537360634648371,0.0,0.0,0.023125,0.0175
