track_name,mbz_id,fname,instrument,f_score,iterations,time,threshold,smooth,pre_avg,post_avg,pre_max,post_max
Lil Darlin,f892ef46-a5e6-4624-a694-36444677cfa2,tynerm-lildarlin-sharpeahayesl-1986-f892ef46,piano,0.9062702003878473,25,07-05-24_19-28-14,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
TraneLike,f61d311f-067d-4ff3-986f-ac91a571a381,tynerm-tranelike-clarkesfostera-1998-f61d311f,piano,0.9534883720930233,25,07-05-24_19-28-06,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Someday My Prince Will Come,709cf40e-fd3f-4af7-9028-d96c90741cce,barronk-somedaymyprincewillcome-williamsbrileyb-1982-709cf40e,piano,0.9539706626201315,25,07-05-24_19-28-19,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Take the Coltrane,d8efd19a-95cb-47b7-a113-846ac138be11,barronk-takethecoltrane-hadenchaynesr-1994-d8efd19a,piano,0.9691663494480396,25,07-05-24_19-28-22,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Shuffle Boil,3a37bdb6-b048-480b-b367-43d0f60e2313,barronk-shuffleboil-kitagawakblakej-2015-3a37bdb6,piano,0.9312039312039312,25,07-05-24_19-27-44,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Just Friends,0469f84b-0b9d-4e06-8c82-8d634fd8e8e1,flanagant-justfriends-tuckerbbaileyd-1961-0469f84b,piano,0.9336158192090396,25,07-05-24_19-28-07,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Denzils Best,b4be29dc-0604-4d35-9eec-a1134ddf4d18,flanagant-denzilsbest-mrazgjonese-1976-b4be29dc,piano,0.9534883720930232,25,07-05-24_19-27-53,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Birdsong,1538c8eb-ccd3-4df9-9680-2f866b90ebef,flanagant-birdsong-washingtonpnashl-1997-1538c8eb,piano,0.9318370739817123,25,07-05-24_19-28-22,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Ralphs New Blues,7dfd6f62-eb98-4ab1-a82a-faffdc919479,mancej-ralphsnewblues-tuckerbthomasb-1960-7dfd6f62,piano,0.9078014184397163,25,07-05-24_19-27-37,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Holy Mama,9983c9b5-42f8-430f-803c-1afa05bfd4bd,mancej-holymama-riveramlaroccas-1977-9983c9b5,piano,0.8720999405116002,25,07-05-24_19-28-09,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Broadway,97763166-9e4b-426b-9bcc-8cf687051dfe,mancej-broadway-tanakahwilliamsj-2007-97763166,piano,0.9669211195928754,25,07-05-24_19-28-15,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Spring Will Be a Little Late This Year,828208f2-3ae0-4de4-878c-ffd8f7cda68c,jamala-springwillbealittle-crosbyiperkinsw-1955-828208f2,piano,0.9021113243761996,25,07-05-24_19-27-35,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Dolphin Dance,87cd9343-6d9e-4651-aabc-aa191fd7c6b0,jamala-dolphindance-nasserjgantf-1971-87cd9343,piano,0.8948247078464107,25,07-05-24_19-27-44,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Milan,16ff9b1f-39ac-4116-83a7-17ae46b76cc5,jamala-milan-cammackjmuhammadi-2004-16ff9b1f,piano,0.9025974025974026,25,07-05-24_19-28-00,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
No Cover No Minimum,f675dc4a-15fd-44f2-b929-9908d878a3b0,evansb-nocovernominimum-koticktmotianp-1956-f675dc4a,piano,0.9553924336533032,25,07-05-24_19-28-18,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Glorias Step take 1 interrupted,af9c1ed7-0406-4411-a53e-32c5350c9bf8,evansb-gloriassteptake1interrupted-lafarosmotianp-1961-af9c1ed7,piano,0.8533333333333334,25,07-05-24_19-27-23,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Glorias Step take 3,f72a8e95-4a9f-409a-aff7-8857540adf73,evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,piano,0.9029850746268656,25,07-05-24_19-27-23,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Emily,f9fa0f9b-b3d7-4f59-a376-54fc83d42e80,evansb-emily-gomezemorellm-1968-f9fa0f9b,piano,0.9616252821670429,25,07-05-24_19-27-28,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
SeeSaw,166c480f-4084-491d-a32a-8c899b0e9940,evansb-seesaw-gomezemorellm-1973-166c480f,piano,0.9110738255033558,25,07-05-24_19-27-50,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
All of You,1324a29e-6075-4beb-861d-73f6de9be20a,evansb-allofyou-gomezezigmunde-1974-1324a29e,piano,0.9414141414141415,25,07-05-24_19-27-59,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Bills Hit Tune,8907b003-9e93-4b74-b35a-981879c9e36e,evansb-billshittune-johnsonmlabarberaj-1980-8907b003,piano,0.895690193628982,25,07-05-24_19-28-04,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Rainbow,2c0f6494-cc8b-4a94-9b0c-9350a97499b2,jarrettk-rainbow-hadencmotianp-1972-2c0f6494,piano,0.9036959916710047,25,07-05-24_19-28-16,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
All the Things You Are,c82aab89-ca2b-4211-842f-9c69583d03ca,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,piano,0.9131975199291409,25,07-05-24_19-28-18,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Between the Devil and the Deep Blue Sea,7e485343-1cb9-4798-acc0-c35320949854,jarrettk-betweenthedevilandthe-peacockgdejohnettej-2009-7e485343,piano,0.9491083079599827,25,07-05-24_19-28-26,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
With Malice Towards None,d5c51907-81dd-42d8-9e78-956ff9f0d28e,hicksj-withmalicetowardsnone-bookerwmuhammadi-1981-d5c51907,piano,0.9059429106223679,25,07-05-24_19-28-23,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Expectations,78892a40-bee3-490c-90e8-226203310b97,hicksj-expectations-drummondrsmittym-1993-78892a40,piano,0.9492424242424243,25,07-05-24_19-28-26,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Fly Little Bird Fly,e3e5bd4a-a7c4-4b49-8308-c63420605332,hicksj-flylittlebirdfly-williamsbhayesl-2006-e3e5bd4a,piano,0.9176187612748046,25,07-05-24_19-28-22,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Back Home Again in Indiana,b0e03bf2-6c3d-48e7-aa7c-ab321ae8a459,petersono-backhomeagaininindiana-kingawilkinsonm-1947-b0e03bf2,piano,0.9582836710369488,25,07-05-24_19-28-02,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Tristeza,55736745-695f-4703-a51b-637db2db7324,petersono-tristeza-jonessdurhamb-1970-55736745,piano,0.8735818476499189,25,07-05-24_19-28-10,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
The Man I Love,20c60566-3170-41b9-992c-a3062948fca6,petersono-themanilove-orstedndrewm-1984-20c60566,piano,0.9363057324840764,25,07-05-24_19-28-11,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Sweet Georgia Brown,25a7592c-4709-4429-9ca9-7070b32c7f25,powellb-sweetgeorgiabrown-russellcroachm-1950-25a7592c,piano,0.8768606224627876,25,07-05-24_19-28-19,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Like Someone in Love,cebd562d-6606-40b5-8d58-01c96609470c,powellb-likesomeoneinlove-michelotpclarkek-1953-cebd562d,piano,0.9470588235294118,25,07-05-24_19-28-23,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Rifftide,8a86e370-95b2-48d1-8346-7664ab9f2b7f,powellb-rifftide-orstednschiopffew-1962-8a86e370,piano,0.9012875536480686,25,07-05-24_19-28-25,0.54,0.08750000000000001,0.0,0.0,0.0109375,0.01421875
Blues for Gwen,72d0306f-d3ed-4332-9d59-1c22271568d7,tynerm-bluesforgwen-davisajonese-1962-72d0306f,piano,0.9655465759251382,26,07-05-24_19-29-40,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Lil Darlin,f892ef46-a5e6-4624-a694-36444677cfa2,tynerm-lildarlin-sharpeahayesl-1986-f892ef46,piano,0.9062702003878473,26,07-05-24_19-29-34,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
TraneLike,f61d311f-067d-4ff3-986f-ac91a571a381,tynerm-tranelike-clarkesfostera-1998-f61d311f,piano,0.9534883720930233,26,07-05-24_19-29-25,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Someday My Prince Will Come,709cf40e-fd3f-4af7-9028-d96c90741cce,barronk-somedaymyprincewillcome-williamsbrileyb-1982-709cf40e,piano,0.9539706626201315,26,07-05-24_19-29-38,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Take the Coltrane,d8efd19a-95cb-47b7-a113-846ac138be11,barronk-takethecoltrane-hadenchaynesr-1994-d8efd19a,piano,0.9691663494480396,26,07-05-24_19-29-41,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Shuffle Boil,3a37bdb6-b048-480b-b367-43d0f60e2313,barronk-shuffleboil-kitagawakblakej-2015-3a37bdb6,piano,0.9312039312039312,26,07-05-24_19-29-03,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Just Friends,0469f84b-0b9d-4e06-8c82-8d634fd8e8e1,flanagant-justfriends-tuckerbbaileyd-1961-0469f84b,piano,0.9336158192090396,26,07-05-24_19-29-26,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Denzils Best,b4be29dc-0604-4d35-9eec-a1134ddf4d18,flanagant-denzilsbest-mrazgjonese-1976-b4be29dc,piano,0.9534883720930232,26,07-05-24_19-29-14,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Birdsong,1538c8eb-ccd3-4df9-9680-2f866b90ebef,flanagant-birdsong-washingtonpnashl-1997-1538c8eb,piano,0.9318370739817123,26,07-05-24_19-29-41,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Ralphs New Blues,7dfd6f62-eb98-4ab1-a82a-faffdc919479,mancej-ralphsnewblues-tuckerbthomasb-1960-7dfd6f62,piano,0.9078014184397163,26,07-05-24_19-28-56,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Holy Mama,9983c9b5-42f8-430f-803c-1afa05bfd4bd,mancej-holymama-riveramlaroccas-1977-9983c9b5,piano,0.8720999405116002,26,07-05-24_19-29-29,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Broadway,97763166-9e4b-426b-9bcc-8cf687051dfe,mancej-broadway-tanakahwilliamsj-2007-97763166,piano,0.9669211195928754,26,07-05-24_19-29-35,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Spring Will Be a Little Late This Year,828208f2-3ae0-4de4-878c-ffd8f7cda68c,jamala-springwillbealittle-crosbyiperkinsw-1955-828208f2,piano,0.9021113243761996,26,07-05-24_19-28-55,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Dolphin Dance,87cd9343-6d9e-4651-aabc-aa191fd7c6b0,jamala-dolphindance-nasserjgantf-1971-87cd9343,piano,0.8948247078464107,26,07-05-24_19-29-04,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Milan,16ff9b1f-39ac-4116-83a7-17ae46b76cc5,jamala-milan-cammackjmuhammadi-2004-16ff9b1f,piano,0.9025974025974026,26,07-05-24_19-29-19,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
No Cover No Minimum,f675dc4a-15fd-44f2-b929-9908d878a3b0,evansb-nocovernominimum-koticktmotianp-1956-f675dc4a,piano,0.9553924336533032,26,07-05-24_19-29-36,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Glorias Step take 1 interrupted,af9c1ed7-0406-4411-a53e-32c5350c9bf8,evansb-gloriassteptake1interrupted-lafarosmotianp-1961-af9c1ed7,piano,0.8533333333333334,26,07-05-24_19-28-43,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Glorias Step take 3,f72a8e95-4a9f-409a-aff7-8857540adf73,evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,piano,0.9029850746268656,26,07-05-24_19-28-42,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Emily,f9fa0f9b-b3d7-4f59-a376-54fc83d42e80,evansb-emily-gomezemorellm-1968-f9fa0f9b,piano,0.9616252821670429,26,07-05-24_19-28-49,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
SeeSaw,166c480f-4084-491d-a32a-8c899b0e9940,evansb-seesaw-gomezemorellm-1973-166c480f,piano,0.9110738255033558,26,07-05-24_19-29-09,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
All of You,1324a29e-6075-4beb-861d-73f6de9be20a,evansb-allofyou-gomezezigmunde-1974-1324a29e,piano,0.9414141414141415,26,07-05-24_19-29-18,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Bills Hit Tune,8907b003-9e93-4b74-b35a-981879c9e36e,evansb-billshittune-johnsonmlabarberaj-1980-8907b003,piano,0.895690193628982,26,07-05-24_19-29-23,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Rainbow,2c0f6494-cc8b-4a94-9b0c-9350a97499b2,jarrettk-rainbow-hadencmotianp-1972-2c0f6494,piano,0.9036959916710047,26,07-05-24_19-29-36,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
All the Things You Are,c82aab89-ca2b-4211-842f-9c69583d03ca,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,piano,0.9131975199291409,26,07-05-24_19-29-37,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Between the Devil and the Deep Blue Sea,7e485343-1cb9-4798-acc0-c35320949854,jarrettk-betweenthedevilandthe-peacockgdejohnettej-2009-7e485343,piano,0.9491083079599827,26,07-05-24_19-29-45,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
With Malice Towards None,d5c51907-81dd-42d8-9e78-956ff9f0d28e,hicksj-withmalicetowardsnone-bookerwmuhammadi-1981-d5c51907,piano,0.9059429106223679,26,07-05-24_19-29-42,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Expectations,78892a40-bee3-490c-90e8-226203310b97,hicksj-expectations-drummondrsmittym-1993-78892a40,piano,0.9492424242424243,26,07-05-24_19-29-45,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Fly Little Bird Fly,e3e5bd4a-a7c4-4b49-8308-c63420605332,hicksj-flylittlebirdfly-williamsbhayesl-2006-e3e5bd4a,piano,0.9176187612748046,26,07-05-24_19-29-41,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Back Home Again in Indiana,b0e03bf2-6c3d-48e7-aa7c-ab321ae8a459,petersono-backhomeagaininindiana-kingawilkinsonm-1947-b0e03bf2,piano,0.9582836710369488,26,07-05-24_19-29-20,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Tristeza,55736745-695f-4703-a51b-637db2db7324,petersono-tristeza-jonessdurhamb-1970-55736745,piano,0.8735818476499189,26,07-05-24_19-29-28,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
The Man I Love,20c60566-3170-41b9-992c-a3062948fca6,petersono-themanilove-orstedndrewm-1984-20c60566,piano,0.9363057324840764,26,07-05-24_19-29-30,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Sweet Georgia Brown,25a7592c-4709-4429-9ca9-7070b32c7f25,powellb-sweetgeorgiabrown-russellcroachm-1950-25a7592c,piano,0.8768606224627876,26,07-05-24_19-29-38,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Like Someone in Love,cebd562d-6606-40b5-8d58-01c96609470c,powellb-likesomeoneinlove-michelotpclarkek-1953-cebd562d,piano,0.9470588235294118,26,07-05-24_19-29-43,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Rifftide,8a86e370-95b2-48d1-8346-7664ab9f2b7f,powellb-rifftide-orstednschiopffew-1962-8a86e370,piano,0.9012875536480686,26,07-05-24_19-29-44,0.54,0.08750000000000001,0.0,0.0,0.012812500000000001,0.007656249999999998
Blues for Gwen,72d0306f-d3ed-4332-9d59-1c22271568d7,tynerm-bluesforgwen-davisajonese-1962-72d0306f,piano,0.9655465759251382,27,07-05-24_19-30-59,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Lil Darlin,f892ef46-a5e6-4624-a694-36444677cfa2,tynerm-lildarlin-sharpeahayesl-1986-f892ef46,piano,0.9062702003878473,27,07-05-24_19-30-52,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
TraneLike,f61d311f-067d-4ff3-986f-ac91a571a381,tynerm-tranelike-clarkesfostera-1998-f61d311f,piano,0.9534883720930233,27,07-05-24_19-30-44,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Someday My Prince Will Come,709cf40e-fd3f-4af7-9028-d96c90741cce,barronk-somedaymyprincewillcome-williamsbrileyb-1982-709cf40e,piano,0.9539706626201315,27,07-05-24_19-30-58,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Take the Coltrane,d8efd19a-95cb-47b7-a113-846ac138be11,barronk-takethecoltrane-hadenchaynesr-1994-d8efd19a,piano,0.9691663494480396,27,07-05-24_19-31-00,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Shuffle Boil,3a37bdb6-b048-480b-b367-43d0f60e2313,barronk-shuffleboil-kitagawakblakej-2015-3a37bdb6,piano,0.9312039312039312,27,07-05-24_19-30-22,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Just Friends,0469f84b-0b9d-4e06-8c82-8d634fd8e8e1,flanagant-justfriends-tuckerbbaileyd-1961-0469f84b,piano,0.9336158192090396,27,07-05-24_19-30-45,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Denzils Best,b4be29dc-0604-4d35-9eec-a1134ddf4d18,flanagant-denzilsbest-mrazgjonese-1976-b4be29dc,piano,0.9534883720930232,27,07-05-24_19-30-30,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Birdsong,1538c8eb-ccd3-4df9-9680-2f866b90ebef,flanagant-birdsong-washingtonpnashl-1997-1538c8eb,piano,0.9318370739817123,27,07-05-24_19-31-00,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Ralphs New Blues,7dfd6f62-eb98-4ab1-a82a-faffdc919479,mancej-ralphsnewblues-tuckerbthomasb-1960-7dfd6f62,piano,0.9078014184397163,27,07-05-24_19-30-15,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Holy Mama,9983c9b5-42f8-430f-803c-1afa05bfd4bd,mancej-holymama-riveramlaroccas-1977-9983c9b5,piano,0.8720999405116002,27,07-05-24_19-30-48,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Broadway,97763166-9e4b-426b-9bcc-8cf687051dfe,mancej-broadway-tanakahwilliamsj-2007-97763166,piano,0.9669211195928754,27,07-05-24_19-30-53,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Spring Will Be a Little Late This Year,828208f2-3ae0-4de4-878c-ffd8f7cda68c,jamala-springwillbealittle-crosbyiperkinsw-1955-828208f2,piano,0.9021113243761996,27,07-05-24_19-30-14,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Dolphin Dance,87cd9343-6d9e-4651-aabc-aa191fd7c6b0,jamala-dolphindance-nasserjgantf-1971-87cd9343,piano,0.8948247078464107,27,07-05-24_19-30-22,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Milan,16ff9b1f-39ac-4116-83a7-17ae46b76cc5,jamala-milan-cammackjmuhammadi-2004-16ff9b1f,piano,0.9025974025974026,27,07-05-24_19-30-38,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
No Cover No Minimum,f675dc4a-15fd-44f2-b929-9908d878a3b0,evansb-nocovernominimum-koticktmotianp-1956-f675dc4a,piano,0.9553924336533032,27,07-05-24_19-30-55,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Glorias Step take 1 interrupted,af9c1ed7-0406-4411-a53e-32c5350c9bf8,evansb-gloriassteptake1interrupted-lafarosmotianp-1961-af9c1ed7,piano,0.8533333333333334,27,07-05-24_19-30-02,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Glorias Step take 3,f72a8e95-4a9f-409a-aff7-8857540adf73,evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,piano,0.9029850746268656,27,07-05-24_19-30-01,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Emily,f9fa0f9b-b3d7-4f59-a376-54fc83d42e80,evansb-emily-gomezemorellm-1968-f9fa0f9b,piano,0.9616252821670429,27,07-05-24_19-30-06,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
SeeSaw,166c480f-4084-491d-a32a-8c899b0e9940,evansb-seesaw-gomezemorellm-1973-166c480f,piano,0.9110738255033558,27,07-05-24_19-30-28,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
All of You,1324a29e-6075-4beb-861d-73f6de9be20a,evansb-allofyou-gomezezigmunde-1974-1324a29e,piano,0.9414141414141415,27,07-05-24_19-30-36,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Bills Hit Tune,8907b003-9e93-4b74-b35a-981879c9e36e,evansb-billshittune-johnsonmlabarberaj-1980-8907b003,piano,0.895690193628982,27,07-05-24_19-30-41,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Rainbow,2c0f6494-cc8b-4a94-9b0c-9350a97499b2,jarrettk-rainbow-hadencmotianp-1972-2c0f6494,piano,0.9036959916710047,27,07-05-24_19-30-54,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
All the Things You Are,c82aab89-ca2b-4211-842f-9c69583d03ca,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,piano,0.9131975199291409,27,07-05-24_19-30-55,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Between the Devil and the Deep Blue Sea,7e485343-1cb9-4798-acc0-c35320949854,jarrettk-betweenthedevilandthe-peacockgdejohnettej-2009-7e485343,piano,0.9491083079599827,27,07-05-24_19-31-04,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
With Malice Towards None,d5c51907-81dd-42d8-9e78-956ff9f0d28e,hicksj-withmalicetowardsnone-bookerwmuhammadi-1981-d5c51907,piano,0.9059429106223679,27,07-05-24_19-31-01,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Expectations,78892a40-bee3-490c-90e8-226203310b97,hicksj-expectations-drummondrsmittym-1993-78892a40,piano,0.9492424242424243,27,07-05-24_19-31-04,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Fly Little Bird Fly,e3e5bd4a-a7c4-4b49-8308-c63420605332,hicksj-flylittlebirdfly-williamsbhayesl-2006-e3e5bd4a,piano,0.9176187612748046,27,07-05-24_19-31-00,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Back Home Again in Indiana,b0e03bf2-6c3d-48e7-aa7c-ab321ae8a459,petersono-backhomeagaininindiana-kingawilkinsonm-1947-b0e03bf2,piano,0.9582836710369488,27,07-05-24_19-30-39,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Tristeza,55736745-695f-4703-a51b-637db2db7324,petersono-tristeza-jonessdurhamb-1970-55736745,piano,0.8735818476499189,27,07-05-24_19-30-47,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
The Man I Love,20c60566-3170-41b9-992c-a3062948fca6,petersono-themanilove-orstedndrewm-1984-20c60566,piano,0.9363057324840764,27,07-05-24_19-30-49,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Sweet Georgia Brown,25a7592c-4709-4429-9ca9-7070b32c7f25,powellb-sweetgeorgiabrown-russellcroachm-1950-25a7592c,piano,0.8768606224627876,27,07-05-24_19-30-58,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Like Someone in Love,cebd562d-6606-40b5-8d58-01c96609470c,powellb-likesomeoneinlove-michelotpclarkek-1953-cebd562d,piano,0.9470588235294118,27,07-05-24_19-31-00,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Rifftide,8a86e370-95b2-48d1-8346-7664ab9f2b7f,powellb-rifftide-orstednschiopffew-1962-8a86e370,piano,0.9012875536480686,27,07-05-24_19-31-03,0.54,0.08750000000000001,0.0,0.0,0.01140625,0.012578124999999999
Blues for Gwen,72d0306f-d3ed-4332-9d59-1c22271568d7,tynerm-bluesforgwen-davisajonese-1962-72d0306f,piano,0.9655465759251382,28,07-05-24_19-32-18,0.54,0.08750000000000001,0.0,0.0,0.011875,0.0109375
Lil Darlin,f892ef46-a5e6-4624-a694-36444677cfa2,tynerm-lildarlin-sharpeahayesl-1986-f892ef46,piano,0.9062702003878473,28,07-05-24_19-32-12,0.54,0.08750000000000001,0.0,0.0,0.011875,0.0109375
TraneLike,f61d311f-067d-4ff3-986f-ac91a571a381,tynerm-tranelike-clarkesfostera-1998-f61d311f,piano,0.9534883720930233,28,07-05-24_19-32-04,0.54,0.08750000000000001,0.0,0.0,0.011875,0.0109375
Someday My Prince Will Come,709cf40e-fd3f-4af7-9028-d96c90741cce,barronk-somedaymyprincewillcome-williamsbrileyb-1982-709cf40e,piano,0.9539706626201315,28,07-05-24_19-32-17,0.54,0.08750000000000001,0.0,0.0,0.011875,0.0109375
Take the Coltrane,d8efd19a-95cb-47b7-a113-846ac138be11,barronk-takethecoltrane-hadenchaynesr-1994-d8efd19a,piano,0.9691663494480396,28,07-05-24_19-32-19,0.54,0.08750000000000001,0.0,0.0,0.011875,0.0109375
Shuffle Boil,3a37bdb6-b048-480b-b367-43d0f60e2313,barronk-shuffleboil-kitagawakblakej-2015-3a37bdb6,piano,0.9312039312039312,28,07-05-24_19-31-41,0.54,0.08750000000000001,0.0,0.0,0.011875,0.0109375
Just Friends,0469f84b-0b9d-4e06-8c82-8d634fd8e8e1,flanagant-justfriends-tuckerbbaileyd-1961-0469f84b,piano,0.9336158192090396,28,07-05-24_19-32-03,0.54,0.08750000000000001,0.0,0.0,0.011875,0.0109375
Denzils Best,b4be29dc-0604-4d35-9eec-a1134ddf4d18,flanagant-denzilsbest-mrazgjonese-1976-b4be29dc,piano,0.9534883720930232,28,07-05-24_19-31-48,0.54,0.08750000000000001,0.0,0.0,0.011875,0.0109375
