track_name,mbz_id,fname,instrument,correct,f_score,f_score_downbeats,iterations,time,threshold,transition_lambda,passes
Sweet Georgia Brown,25a7592c-4709-4429-9ca9-7070b32c7f25,powellb-sweetgeorgiabrown-russellcroachm-1950-25a7592c,mix,True,0.659217877094972,0.0,10,08-05-24_05-18-21,0.07343749999999999,4.0625,2
Like Someone in Love,cebd562d-6606-40b5-8d58-01c96609470c,powellb-likesomeoneinlove-michelotpclarkek-1953-cebd562d,mix,True,1.0,0.7070707070707071,10,08-05-24_05-18-45,0.07343749999999999,4.0625,2
Rifftide,8a86e370-95b2-48d1-8346-7664ab9f2b7f,powellb-rifftide-orstednschiopffew-1962-8a86e370,mix,True,0.9977011494252873,0.0,10,08-05-24_05-19-09,0.07343749999999999,4.0625,2
Blues for Gwen,72d0306f-d3ed-4332-9d59-1c22271568d7,tynerm-bluesforgwen-davisajonese-1962-72d0306f,mix,True,0.985981308411215,0.4608695652173913,11,08-05-24_05-19-38,0.07343749999999999,4.0625,3
Lil Darlin,f892ef46-a5e6-4624-a694-36444677cfa2,tynerm-lildarlin-sharpeahayesl-1986-f892ef46,mix,True,1.0,0.0,11,08-05-24_05-20-04,0.07343749999999999,4.0625,3
TraneLike,f61d311f-067d-4ff3-986f-ac91a571a381,tynerm-tranelike-clarkesfostera-1998-f61d311f,mix,True,0.9876543209876543,0.5925925925925927,11,08-05-24_05-20-29,0.07343749999999999,4.0625,3
Someday My Prince Will Come,709cf40e-fd3f-4af7-9028-d96c90741cce,barronk-somedaymyprincewillcome-williamsbrileyb-1982-709cf40e,mix,True,0.9959514170040485,0.48809523809523814,11,08-05-24_05-20-57,0.07343749999999999,4.0625,3
Take the Coltrane,d8efd19a-95cb-47b7-a113-846ac138be11,barronk-takethecoltrane-hadenchaynesr-1994-d8efd19a,mix,True,0.9646569646569647,0.43346007604562736,11,08-05-24_05-21-25,0.07343749999999999,4.0625,3
Shuffle Boil,3a37bdb6-b048-480b-b367-43d0f60e2313,barronk-shuffleboil-kitagawakblakej-2015-3a37bdb6,mix,True,0.9897959183673469,0.8909090909090909,11,08-05-24_05-21-47,0.07343749999999999,4.0625,3
Just Friends,0469f84b-0b9d-4e06-8c82-8d634fd8e8e1,flanagant-justfriends-tuckerbbaileyd-1961-0469f84b,mix,True,1.0,0.5970149253731344,11,08-05-24_05-22-13,0.07343749999999999,4.0625,3
Denzils Best,b4be29dc-0604-4d35-9eec-a1134ddf4d18,flanagant-denzilsbest-mrazgjonese-1976-b4be29dc,mix,True,0.9966329966329966,0.0,11,08-05-24_05-22-36,0.07343749999999999,4.0625,3
Birdsong,1538c8eb-ccd3-4df9-9680-2f866b90ebef,flanagant-birdsong-washingtonpnashl-1997-1538c8eb,mix,True,0.9981308411214954,0.46527777777777773,11,08-05-24_05-23-05,0.07343749999999999,4.0625,3
Ralphs New Blues,7dfd6f62-eb98-4ab1-a82a-faffdc919479,mancej-ralphsnewblues-tuckerbthomasb-1960-7dfd6f62,mix,True,0.9879518072289156,0.0,11,08-05-24_05-23-27,0.07343749999999999,4.0625,3
Holy Mama,9983c9b5-42f8-430f-803c-1afa05bfd4bd,mancej-holymama-riveramlaroccas-1977-9983c9b5,mix,True,1.0,0.5669291338582677,11,08-05-24_05-23-52,0.07343749999999999,4.0625,3
Broadway,97763166-9e4b-426b-9bcc-8cf687051dfe,mancej-broadway-tanakahwilliamsj-2007-97763166,mix,True,0.9911504424778761,0.5147058823529412,11,08-05-24_05-24-18,0.07343749999999999,4.0625,3
Spring Will Be a Little Late This Year,828208f2-3ae0-4de4-878c-ffd8f7cda68c,jamala-springwillbealittle-crosbyiperkinsw-1955-828208f2,mix,True,1.0,0.0,11,08-05-24_05-24-38,0.07343749999999999,4.0625,3
Dolphin Dance,87cd9343-6d9e-4651-aabc-aa191fd7c6b0,jamala-dolphindance-nasserjgantf-1971-87cd9343,mix,True,0.9102564102564102,0.7727272727272728,11,08-05-24_05-25-00,0.07343749999999999,4.0625,3
Milan,16ff9b1f-39ac-4116-83a7-17ae46b76cc5,jamala-milan-cammackjmuhammadi-2004-16ff9b1f,mix,True,0.9928825622775801,0.6666666666666666,11,08-05-24_05-25-24,0.07343749999999999,4.0625,3
No Cover No Minimum,f675dc4a-15fd-44f2-b929-9908d878a3b0,evansb-nocovernominimum-koticktmotianp-1956-f675dc4a,mix,True,0.8560311284046692,0.0,11,08-05-24_05-25-52,0.07343749999999999,4.0625,3
Glorias Step take 1 interrupted,af9c1ed7-0406-4411-a53e-32c5350c9bf8,evansb-gloriassteptake1interrupted-lafarosmotianp-1961-af9c1ed7,mix,True,0.9880952380952381,0.9523809523809523,11,08-05-24_05-26-03,0.07343749999999999,4.0625,3
Glorias Step take 3,f72a8e95-4a9f-409a-aff7-8857540adf73,evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,mix,True,0.9873417721518988,1.0,11,08-05-24_05-26-14,0.07343749999999999,4.0625,3
Emily,f9fa0f9b-b3d7-4f59-a376-54fc83d42e80,evansb-emily-gomezemorellm-1968-f9fa0f9b,mix,True,0.9411764705882353,0.0,11,08-05-24_05-26-28,0.07343749999999999,4.0625,3
SeeSaw,166c480f-4084-491d-a32a-8c899b0e9940,evansb-seesaw-gomezemorellm-1973-166c480f,mix,True,0.8806262230919766,0.5421686746987951,11,08-05-24_05-26-52,0.07343749999999999,4.0625,3
All of You,1324a29e-6075-4beb-861d-73f6de9be20a,evansb-allofyou-gomezezigmunde-1974-1324a29e,mix,True,0.9624060150375939,0.0,11,08-05-24_05-27-16,0.07343749999999999,4.0625,3
Bills Hit Tune,8907b003-9e93-4b74-b35a-981879c9e36e,evansb-billshittune-johnsonmlabarberaj-1980-8907b003,mix,True,0.9929411764705881,0.6046511627906976,11,08-05-24_05-27-40,0.07343749999999999,4.0625,3
Rainbow,2c0f6494-cc8b-4a94-9b0c-9350a97499b2,jarrettk-rainbow-hadencmotianp-1972-2c0f6494,mix,True,0.9812734082397004,0.0,11,08-05-24_05-28-07,0.07343749999999999,4.0625,3
All the Things You Are,c82aab89-ca2b-4211-842f-9c69583d03ca,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,mix,True,0.9,0.3076923076923077,11,08-05-24_05-28-34,0.07343749999999999,4.0625,3
Between the Devil and the Deep Blue Sea,7e485343-1cb9-4798-acc0-c35320949854,jarrettk-betweenthedevilandthe-peacockgdejohnettej-2009-7e485343,mix,True,0.9939759036144579,0.40394088669950734,11,08-05-24_05-29-04,0.07343749999999999,4.0625,3
With Malice Towards None,d5c51907-81dd-42d8-9e78-956ff9f0d28e,hicksj-withmalicetowardsnone-bookerwmuhammadi-1981-d5c51907,mix,True,1.0,0.0,11,08-05-24_05-29-31,0.07343749999999999,4.0625,3
Expectations,78892a40-bee3-490c-90e8-226203310b97,hicksj-expectations-drummondrsmittym-1993-78892a40,mix,True,0.9972451790633609,0.431924882629108,11,08-05-24_05-30-00,0.07343749999999999,4.0625,3
Fly Little Bird Fly,e3e5bd4a-a7c4-4b49-8308-c63420605332,hicksj-flylittlebirdfly-williamsbhayesl-2006-e3e5bd4a,mix,True,0.9747899159663865,0.5742574257425742,11,08-05-24_05-30-26,0.07343749999999999,4.0625,3
Back Home Again in Indiana,b0e03bf2-6c3d-48e7-aa7c-ab321ae8a459,petersono-backhomeagaininindiana-kingawilkinsonm-1947-b0e03bf2,mix,True,0.9893048128342246,0.9787234042553191,11,08-05-24_05-30-46,0.07343749999999999,4.0625,3
Tristeza,55736745-695f-4703-a51b-637db2db7324,petersono-tristeza-jonessdurhamb-1970-55736745,mix,True,0.6666666666666666,0.0,11,08-05-24_05-31-07,0.07343749999999999,4.0625,3
The Man I Love,20c60566-3170-41b9-992c-a3062948fca6,petersono-themanilove-orstedndrewm-1984-20c60566,mix,True,1.0,0.9195402298850576,11,08-05-24_05-31-30,0.07343749999999999,4.0625,3
Sweet Georgia Brown,25a7592c-4709-4429-9ca9-7070b32c7f25,powellb-sweetgeorgiabrown-russellcroachm-1950-25a7592c,mix,True,0.659217877094972,0.0,11,08-05-24_05-31-53,0.07343749999999999,4.0625,3
Like Someone in Love,cebd562d-6606-40b5-8d58-01c96609470c,powellb-likesomeoneinlove-michelotpclarkek-1953-cebd562d,mix,True,1.0,0.7070707070707071,11,08-05-24_05-32-17,0.07343749999999999,4.0625,3
Rifftide,8a86e370-95b2-48d1-8346-7664ab9f2b7f,powellb-rifftide-orstednschiopffew-1962-8a86e370,mix,True,0.9977011494252873,0.0,11,08-05-24_05-32-41,0.07343749999999999,4.0625,3
Blues for Gwen,72d0306f-d3ed-4332-9d59-1c22271568d7,tynerm-bluesforgwen-davisajonese-1962-72d0306f,mix,True,0.985981308411215,0.4608695652173913,12,08-05-24_05-33-09,0.07343749999999999,4.0625,3
Lil Darlin,f892ef46-a5e6-4624-a694-36444677cfa2,tynerm-lildarlin-sharpeahayesl-1986-f892ef46,mix,True,1.0,0.0,12,08-05-24_05-33-35,0.07343749999999999,4.0625,3
TraneLike,f61d311f-067d-4ff3-986f-ac91a571a381,tynerm-tranelike-clarkesfostera-1998-f61d311f,mix,True,0.9876543209876543,0.5925925925925927,12,08-05-24_05-34-00,0.07343749999999999,4.0625,3
Someday My Prince Will Come,709cf40e-fd3f-4af7-9028-d96c90741cce,barronk-somedaymyprincewillcome-williamsbrileyb-1982-709cf40e,mix,True,0.9959514170040485,0.48809523809523814,12,08-05-24_05-34-28,0.07343749999999999,4.0625,3
Take the Coltrane,d8efd19a-95cb-47b7-a113-846ac138be11,barronk-takethecoltrane-hadenchaynesr-1994-d8efd19a,mix,True,0.9646569646569647,0.43346007604562736,12,08-05-24_05-34-55,0.07343749999999999,4.0625,3
Shuffle Boil,3a37bdb6-b048-480b-b367-43d0f60e2313,barronk-shuffleboil-kitagawakblakej-2015-3a37bdb6,mix,True,0.9897959183673469,0.8909090909090909,12,08-05-24_05-35-17,0.07343749999999999,4.0625,3
Just Friends,0469f84b-0b9d-4e06-8c82-8d634fd8e8e1,flanagant-justfriends-tuckerbbaileyd-1961-0469f84b,mix,True,1.0,0.5970149253731344,12,08-05-24_05-35-43,0.07343749999999999,4.0625,3
Denzils Best,b4be29dc-0604-4d35-9eec-a1134ddf4d18,flanagant-denzilsbest-mrazgjonese-1976-b4be29dc,mix,True,0.9966329966329966,0.0,12,08-05-24_05-36-06,0.07343749999999999,4.0625,3
Birdsong,1538c8eb-ccd3-4df9-9680-2f866b90ebef,flanagant-birdsong-washingtonpnashl-1997-1538c8eb,mix,True,0.9981308411214954,0.46527777777777773,12,08-05-24_05-36-34,0.07343749999999999,4.0625,3
Ralphs New Blues,7dfd6f62-eb98-4ab1-a82a-faffdc919479,mancej-ralphsnewblues-tuckerbthomasb-1960-7dfd6f62,mix,True,0.9879518072289156,0.0,12,08-05-24_05-36-56,0.07343749999999999,4.0625,3
Holy Mama,9983c9b5-42f8-430f-803c-1afa05bfd4bd,mancej-holymama-riveramlaroccas-1977-9983c9b5,mix,True,1.0,0.5669291338582677,12,08-05-24_05-37-22,0.07343749999999999,4.0625,3
Broadway,97763166-9e4b-426b-9bcc-8cf687051dfe,mancej-broadway-tanakahwilliamsj-2007-97763166,mix,True,0.9911504424778761,0.5147058823529412,12,08-05-24_05-37-49,0.07343749999999999,4.0625,3
Spring Will Be a Little Late This Year,828208f2-3ae0-4de4-878c-ffd8f7cda68c,jamala-springwillbealittle-crosbyiperkinsw-1955-828208f2,mix,True,1.0,0.0,12,08-05-24_05-38-10,0.07343749999999999,4.0625,3
Dolphin Dance,87cd9343-6d9e-4651-aabc-aa191fd7c6b0,jamala-dolphindance-nasserjgantf-1971-87cd9343,mix,True,0.9102564102564102,0.7727272727272728,12,08-05-24_05-38-32,0.07343749999999999,4.0625,3
Milan,16ff9b1f-39ac-4116-83a7-17ae46b76cc5,jamala-milan-cammackjmuhammadi-2004-16ff9b1f,mix,True,0.9928825622775801,0.6666666666666666,12,08-05-24_05-38-56,0.07343749999999999,4.0625,3
No Cover No Minimum,f675dc4a-15fd-44f2-b929-9908d878a3b0,evansb-nocovernominimum-koticktmotianp-1956-f675dc4a,mix,True,0.8560311284046692,0.0,12,08-05-24_05-39-23,0.07343749999999999,4.0625,3
Glorias Step take 1 interrupted,af9c1ed7-0406-4411-a53e-32c5350c9bf8,evansb-gloriassteptake1interrupted-lafarosmotianp-1961-af9c1ed7,mix,True,0.9880952380952381,0.9523809523809523,12,08-05-24_05-39-34,0.07343749999999999,4.0625,3
Glorias Step take 3,f72a8e95-4a9f-409a-aff7-8857540adf73,evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,mix,True,0.9873417721518988,1.0,12,08-05-24_05-39-45,0.07343749999999999,4.0625,3
Emily,f9fa0f9b-b3d7-4f59-a376-54fc83d42e80,evansb-emily-gomezemorellm-1968-f9fa0f9b,mix,True,0.9411764705882353,0.0,12,08-05-24_05-39-59,0.07343749999999999,4.0625,3
SeeSaw,166c480f-4084-491d-a32a-8c899b0e9940,evansb-seesaw-gomezemorellm-1973-166c480f,mix,True,0.8806262230919766,0.5421686746987951,12,08-05-24_05-40-22,0.07343749999999999,4.0625,3
All of You,1324a29e-6075-4beb-861d-73f6de9be20a,evansb-allofyou-gomezezigmunde-1974-1324a29e,mix,True,0.9624060150375939,0.0,12,08-05-24_05-40-46,0.07343749999999999,4.0625,3
Bills Hit Tune,8907b003-9e93-4b74-b35a-981879c9e36e,evansb-billshittune-johnsonmlabarberaj-1980-8907b003,mix,True,0.9929411764705881,0.6046511627906976,12,08-05-24_05-41-11,0.07343749999999999,4.0625,3
Rainbow,2c0f6494-cc8b-4a94-9b0c-9350a97499b2,jarrettk-rainbow-hadencmotianp-1972-2c0f6494,mix,True,0.9812734082397004,0.0,12,08-05-24_05-41-38,0.07343749999999999,4.0625,3
All the Things You Are,c82aab89-ca2b-4211-842f-9c69583d03ca,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,mix,True,0.9,0.3076923076923077,12,08-05-24_05-42-05,0.07343749999999999,4.0625,3
Between the Devil and the Deep Blue Sea,7e485343-1cb9-4798-acc0-c35320949854,jarrettk-betweenthedevilandthe-peacockgdejohnettej-2009-7e485343,mix,True,0.9939759036144579,0.40394088669950734,12,08-05-24_05-42-35,0.07343749999999999,4.0625,3
With Malice Towards None,d5c51907-81dd-42d8-9e78-956ff9f0d28e,hicksj-withmalicetowardsnone-bookerwmuhammadi-1981-d5c51907,mix,True,1.0,0.0,12,08-05-24_05-43-03,0.07343749999999999,4.0625,3
Expectations,78892a40-bee3-490c-90e8-226203310b97,hicksj-expectations-drummondrsmittym-1993-78892a40,mix,True,0.9972451790633609,0.431924882629108,12,08-05-24_05-43-32,0.07343749999999999,4.0625,3
Fly Little Bird Fly,e3e5bd4a-a7c4-4b49-8308-c63420605332,hicksj-flylittlebirdfly-williamsbhayesl-2006-e3e5bd4a,mix,True,0.9747899159663865,0.5742574257425742,12,08-05-24_05-43-57,0.07343749999999999,4.0625,3
Back Home Again in Indiana,b0e03bf2-6c3d-48e7-aa7c-ab321ae8a459,petersono-backhomeagaininindiana-kingawilkinsonm-1947-b0e03bf2,mix,True,0.9893048128342246,0.9787234042553191,12,08-05-24_05-44-17,0.07343749999999999,4.0625,3
Tristeza,55736745-695f-4703-a51b-637db2db7324,petersono-tristeza-jonessdurhamb-1970-55736745,mix,True,0.6666666666666666,0.0,12,08-05-24_05-44-38,0.07343749999999999,4.0625,3
The Man I Love,20c60566-3170-41b9-992c-a3062948fca6,petersono-themanilove-orstedndrewm-1984-20c60566,mix,True,1.0,0.9195402298850576,12,08-05-24_05-45-00,0.07343749999999999,4.0625,3
Sweet Georgia Brown,25a7592c-4709-4429-9ca9-7070b32c7f25,powellb-sweetgeorgiabrown-russellcroachm-1950-25a7592c,mix,True,0.659217877094972,0.0,12,08-05-24_05-45-22,0.07343749999999999,4.0625,3
Like Someone in Love,cebd562d-6606-40b5-8d58-01c96609470c,powellb-likesomeoneinlove-michelotpclarkek-1953-cebd562d,mix,True,1.0,0.7070707070707071,12,08-05-24_05-45-45,0.07343749999999999,4.0625,3
Rifftide,8a86e370-95b2-48d1-8346-7664ab9f2b7f,powellb-rifftide-orstednschiopffew-1962-8a86e370,mix,True,0.9977011494252873,0.0,12,08-05-24_05-46-11,0.07343749999999999,4.0625,3
Blues for Gwen,72d0306f-d3ed-4332-9d59-1c22271568d7,tynerm-bluesforgwen-davisajonese-1962-72d0306f,mix,True,0.985981308411215,0.4608695652173913,13,08-05-24_05-46-39,0.07343749999999999,4.0625,2
Lil Darlin,f892ef46-a5e6-4624-a694-36444677cfa2,tynerm-lildarlin-sharpeahayesl-1986-f892ef46,mix,True,1.0,0.0,13,08-05-24_05-47-06,0.07343749999999999,4.0625,2
TraneLike,f61d311f-067d-4ff3-986f-ac91a571a381,tynerm-tranelike-clarkesfostera-1998-f61d311f,mix,True,0.9876543209876543,0.5925925925925927,13,08-05-24_05-47-31,0.07343749999999999,4.0625,2
Someday My Prince Will Come,709cf40e-fd3f-4af7-9028-d96c90741cce,barronk-somedaymyprincewillcome-williamsbrileyb-1982-709cf40e,mix,True,0.9959514170040485,0.48809523809523814,13,08-05-24_05-47-59,0.07343749999999999,4.0625,2
Take the Coltrane,d8efd19a-95cb-47b7-a113-846ac138be11,barronk-takethecoltrane-hadenchaynesr-1994-d8efd19a,mix,True,0.9646569646569647,0.43346007604562736,13,08-05-24_05-48-27,0.07343749999999999,4.0625,2
Shuffle Boil,3a37bdb6-b048-480b-b367-43d0f60e2313,barronk-shuffleboil-kitagawakblakej-2015-3a37bdb6,mix,True,0.9897959183673469,0.8909090909090909,13,08-05-24_05-48-49,0.07343749999999999,4.0625,2
Just Friends,0469f84b-0b9d-4e06-8c82-8d634fd8e8e1,flanagant-justfriends-tuckerbbaileyd-1961-0469f84b,mix,True,1.0,0.5970149253731344,13,08-05-24_05-49-14,0.07343749999999999,4.0625,2
Denzils Best,b4be29dc-0604-4d35-9eec-a1134ddf4d18,flanagant-denzilsbest-mrazgjonese-1976-b4be29dc,mix,True,0.9966329966329966,0.0,13,08-05-24_05-49-38,0.07343749999999999,4.0625,2
Birdsong,1538c8eb-ccd3-4df9-9680-2f866b90ebef,flanagant-birdsong-washingtonpnashl-1997-1538c8eb,mix,True,0.9981308411214954,0.46527777777777773,13,08-05-24_05-50-06,0.07343749999999999,4.0625,2
Ralphs New Blues,7dfd6f62-eb98-4ab1-a82a-faffdc919479,mancej-ralphsnewblues-tuckerbthomasb-1960-7dfd6f62,mix,True,0.9879518072289156,0.0,13,08-05-24_05-50-28,0.07343749999999999,4.0625,2
Holy Mama,9983c9b5-42f8-430f-803c-1afa05bfd4bd,mancej-holymama-riveramlaroccas-1977-9983c9b5,mix,True,1.0,0.5669291338582677,13,08-05-24_05-50-54,0.07343749999999999,4.0625,2
Broadway,97763166-9e4b-426b-9bcc-8cf687051dfe,mancej-broadway-tanakahwilliamsj-2007-97763166,mix,True,0.9911504424778761,0.5147058823529412,13,08-05-24_05-51-21,0.07343749999999999,4.0625,2
Spring Will Be a Little Late This Year,828208f2-3ae0-4de4-878c-ffd8f7cda68c,jamala-springwillbealittle-crosbyiperkinsw-1955-828208f2,mix,True,1.0,0.0,13,08-05-24_05-51-41,0.07343749999999999,4.0625,2
Dolphin Dance,87cd9343-6d9e-4651-aabc-aa191fd7c6b0,jamala-dolphindance-nasserjgantf-1971-87cd9343,mix,True,0.9102564102564102,0.7727272727272728,13,08-05-24_05-52-03,0.07343749999999999,4.0625,2
Milan,16ff9b1f-39ac-4116-83a7-17ae46b76cc5,jamala-milan-cammackjmuhammadi-2004-16ff9b1f,mix,True,0.9928825622775801,0.6666666666666666,13,08-05-24_05-52-27,0.07343749999999999,4.0625,2
No Cover No Minimum,f675dc4a-15fd-44f2-b929-9908d878a3b0,evansb-nocovernominimum-koticktmotianp-1956-f675dc4a,mix,True,0.8560311284046692,0.0,13,08-05-24_05-52-54,0.07343749999999999,4.0625,2
Glorias Step take 1 interrupted,af9c1ed7-0406-4411-a53e-32c5350c9bf8,evansb-gloriassteptake1interrupted-lafarosmotianp-1961-af9c1ed7,mix,True,0.9880952380952381,0.9523809523809523,13,08-05-24_05-53-05,0.07343749999999999,4.0625,2
Glorias Step take 3,f72a8e95-4a9f-409a-aff7-8857540adf73,evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,mix,True,0.9873417721518988,1.0,13,08-05-24_05-53-16,0.07343749999999999,4.0625,2
Emily,f9fa0f9b-b3d7-4f59-a376-54fc83d42e80,evansb-emily-gomezemorellm-1968-f9fa0f9b,mix,True,0.9411764705882353,0.0,13,08-05-24_05-53-31,0.07343749999999999,4.0625,2
SeeSaw,166c480f-4084-491d-a32a-8c899b0e9940,evansb-seesaw-gomezemorellm-1973-166c480f,mix,True,0.8806262230919766,0.5421686746987951,13,08-05-24_05-53-54,0.07343749999999999,4.0625,2
All of You,1324a29e-6075-4beb-861d-73f6de9be20a,evansb-allofyou-gomezezigmunde-1974-1324a29e,mix,True,0.9624060150375939,0.0,13,08-05-24_05-54-18,0.07343749999999999,4.0625,2
Bills Hit Tune,8907b003-9e93-4b74-b35a-981879c9e36e,evansb-billshittune-johnsonmlabarberaj-1980-8907b003,mix,True,0.9929411764705881,0.6046511627906976,13,08-05-24_05-54-43,0.07343749999999999,4.0625,2
Rainbow,2c0f6494-cc8b-4a94-9b0c-9350a97499b2,jarrettk-rainbow-hadencmotianp-1972-2c0f6494,mix,True,0.9812734082397004,0.0,13,08-05-24_05-55-09,0.07343749999999999,4.0625,2
All the Things You Are,c82aab89-ca2b-4211-842f-9c69583d03ca,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,mix,True,0.9,0.3076923076923077,13,08-05-24_05-55-36,0.07343749999999999,4.0625,2
Between the Devil and the Deep Blue Sea,7e485343-1cb9-4798-acc0-c35320949854,jarrettk-betweenthedevilandthe-peacockgdejohnettej-2009-7e485343,mix,True,0.9939759036144579,0.40394088669950734,13,08-05-24_05-56-06,0.07343749999999999,4.0625,2
With Malice Towards None,d5c51907-81dd-42d8-9e78-956ff9f0d28e,hicksj-withmalicetowardsnone-bookerwmuhammadi-1981-d5c51907,mix,True,1.0,0.0,13,08-05-24_05-56-33,0.07343749999999999,4.0625,2
Expectations,78892a40-bee3-490c-90e8-226203310b97,hicksj-expectations-drummondrsmittym-1993-78892a40,mix,True,0.9972451790633609,0.431924882629108,13,08-05-24_05-57-03,0.07343749999999999,4.0625,2
Fly Little Bird Fly,e3e5bd4a-a7c4-4b49-8308-c63420605332,hicksj-flylittlebirdfly-williamsbhayesl-2006-e3e5bd4a,mix,True,0.9747899159663865,0.5742574257425742,13,08-05-24_05-57-28,0.07343749999999999,4.0625,2
Back Home Again in Indiana,b0e03bf2-6c3d-48e7-aa7c-ab321ae8a459,petersono-backhomeagaininindiana-kingawilkinsonm-1947-b0e03bf2,mix,True,0.9893048128342246,0.9787234042553191,13,08-05-24_05-57-49,0.07343749999999999,4.0625,2
Tristeza,55736745-695f-4703-a51b-637db2db7324,petersono-tristeza-jonessdurhamb-1970-55736745,mix,True,0.6666666666666666,0.0,13,08-05-24_05-58-11,0.07343749999999999,4.0625,2
The Man I Love,20c60566-3170-41b9-992c-a3062948fca6,petersono-themanilove-orstedndrewm-1984-20c60566,mix,True,1.0,0.9195402298850576,13,08-05-24_05-58-33,0.07343749999999999,4.0625,2
Sweet Georgia Brown,25a7592c-4709-4429-9ca9-7070b32c7f25,powellb-sweetgeorgiabrown-russellcroachm-1950-25a7592c,mix,True,0.659217877094972,0.0,13,08-05-24_05-58-56,0.07343749999999999,4.0625,2
Like Someone in Love,cebd562d-6606-40b5-8d58-01c96609470c,powellb-likesomeoneinlove-michelotpclarkek-1953-cebd562d,mix,True,1.0,0.7070707070707071,13,08-05-24_05-59-19,0.07343749999999999,4.0625,2
Rifftide,8a86e370-95b2-48d1-8346-7664ab9f2b7f,powellb-rifftide-orstednschiopffew-1962-8a86e370,mix,True,0.9977011494252873,0.0,13,08-05-24_05-59-45,0.07343749999999999,4.0625,2
Blues for Gwen,72d0306f-d3ed-4332-9d59-1c22271568d7,tynerm-bluesforgwen-davisajonese-1962-72d0306f,mix,True,0.985981308411215,0.4608695652173913,14,08-05-24_06-00-13,0.07343749999999999,4.0625,3
Lil Darlin,f892ef46-a5e6-4624-a694-36444677cfa2,tynerm-lildarlin-sharpeahayesl-1986-f892ef46,mix,True,1.0,0.0,14,08-05-24_06-00-39,0.07343749999999999,4.0625,3
TraneLike,f61d311f-067d-4ff3-986f-ac91a571a381,tynerm-tranelike-clarkesfostera-1998-f61d311f,mix,True,0.9876543209876543,0.5925925925925927,14,08-05-24_06-01-04,0.07343749999999999,4.0625,3
Someday My Prince Will Come,709cf40e-fd3f-4af7-9028-d96c90741cce,barronk-somedaymyprincewillcome-williamsbrileyb-1982-709cf40e,mix,True,0.9959514170040485,0.48809523809523814,14,08-05-24_06-01-32,0.07343749999999999,4.0625,3
Take the Coltrane,d8efd19a-95cb-47b7-a113-846ac138be11,barronk-takethecoltrane-hadenchaynesr-1994-d8efd19a,mix,True,0.9646569646569647,0.43346007604562736,14,08-05-24_06-02-00,0.07343749999999999,4.0625,3
Shuffle Boil,3a37bdb6-b048-480b-b367-43d0f60e2313,barronk-shuffleboil-kitagawakblakej-2015-3a37bdb6,mix,True,0.9897959183673469,0.8909090909090909,14,08-05-24_06-02-22,0.07343749999999999,4.0625,3
Just Friends,0469f84b-0b9d-4e06-8c82-8d634fd8e8e1,flanagant-justfriends-tuckerbbaileyd-1961-0469f84b,mix,True,1.0,0.5970149253731344,14,08-05-24_06-02-48,0.07343749999999999,4.0625,3
Denzils Best,b4be29dc-0604-4d35-9eec-a1134ddf4d18,flanagant-denzilsbest-mrazgjonese-1976-b4be29dc,mix,True,0.9966329966329966,0.0,14,08-05-24_06-03-12,0.07343749999999999,4.0625,3
Birdsong,1538c8eb-ccd3-4df9-9680-2f866b90ebef,flanagant-birdsong-washingtonpnashl-1997-1538c8eb,mix,True,0.9981308411214954,0.46527777777777773,14,08-05-24_06-03-41,0.07343749999999999,4.0625,3
Ralphs New Blues,7dfd6f62-eb98-4ab1-a82a-faffdc919479,mancej-ralphsnewblues-tuckerbthomasb-1960-7dfd6f62,mix,True,0.9879518072289156,0.0,14,08-05-24_06-04-03,0.07343749999999999,4.0625,3
Holy Mama,9983c9b5-42f8-430f-803c-1afa05bfd4bd,mancej-holymama-riveramlaroccas-1977-9983c9b5,mix,True,1.0,0.5669291338582677,14,08-05-24_06-04-29,0.07343749999999999,4.0625,3
Broadway,97763166-9e4b-426b-9bcc-8cf687051dfe,mancej-broadway-tanakahwilliamsj-2007-97763166,mix,True,0.9911504424778761,0.5147058823529412,14,08-05-24_06-04-56,0.07343749999999999,4.0625,3
Spring Will Be a Little Late This Year,828208f2-3ae0-4de4-878c-ffd8f7cda68c,jamala-springwillbealittle-crosbyiperkinsw-1955-828208f2,mix,True,1.0,0.0,14,08-05-24_06-05-17,0.07343749999999999,4.0625,3
Dolphin Dance,87cd9343-6d9e-4651-aabc-aa191fd7c6b0,jamala-dolphindance-nasserjgantf-1971-87cd9343,mix,True,0.9102564102564102,0.7727272727272728,14,08-05-24_06-05-39,0.07343749999999999,4.0625,3
Milan,16ff9b1f-39ac-4116-83a7-17ae46b76cc5,jamala-milan-cammackjmuhammadi-2004-16ff9b1f,mix,True,0.9928825622775801,0.6666666666666666,14,08-05-24_06-06-04,0.07343749999999999,4.0625,3
No Cover No Minimum,f675dc4a-15fd-44f2-b929-9908d878a3b0,evansb-nocovernominimum-koticktmotianp-1956-f675dc4a,mix,True,0.8560311284046692,0.0,14,08-05-24_06-06-31,0.07343749999999999,4.0625,3
