track_name,mbz_id,fname,instrument,correct,f_score,f_score_downbeats,iterations,time,threshold,transition_lambda,passes
Glorias Step take 1 interrupted,af9c1ed7-0406-4411-a53e-32c5350c9bf8,evansb-gloriassteptake1interrupted-lafarosmotianp-1961-af9c1ed7,mix,True,0.9880952380952381,0.9523809523809523,14,08-05-24_06-06-43,0.07343749999999999,4.0625,3
Glorias Step take 3,f72a8e95-4a9f-409a-aff7-8857540adf73,evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,mix,True,0.9873417721518988,1.0,14,08-05-24_06-06-54,0.07343749999999999,4.0625,3
Emily,f9fa0f9b-b3d7-4f59-a376-54fc83d42e80,evansb-emily-gomezemorellm-1968-f9fa0f9b,mix,True,0.9411764705882353,0.0,14,08-05-24_06-07-09,0.07343749999999999,4.0625,3
SeeSaw,166c480f-4084-491d-a32a-8c899b0e9940,evansb-seesaw-gomezemorellm-1973-166c480f,mix,True,0.8806262230919766,0.5421686746987951,14,08-05-24_06-07-32,0.07343749999999999,4.0625,3
All of You,1324a29e-6075-4beb-861d-73f6de9be20a,evansb-allofyou-gomezezigmunde-1974-1324a29e,mix,True,0.9624060150375939,0.0,14,08-05-24_06-07-56,0.07343749999999999,4.0625,3
Bills Hit Tune,8907b003-9e93-4b74-b35a-981879c9e36e,evansb-billshittune-johnsonmlabarberaj-1980-8907b003,mix,True,0.9929411764705881,0.6046511627906976,14,08-05-24_06-08-22,0.07343749999999999,4.0625,3
Rainbow,2c0f6494-cc8b-4a94-9b0c-9350a97499b2,jarrettk-rainbow-hadencmotianp-1972-2c0f6494,mix,True,0.9812734082397004,0.0,14,08-05-24_06-08-49,0.07343749999999999,4.0625,3
All the Things You Are,c82aab89-ca2b-4211-842f-9c69583d03ca,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,mix,True,0.9,0.3076923076923077,14,08-05-24_06-09-16,0.07343749999999999,4.0625,3
Between the Devil and the Deep Blue Sea,7e485343-1cb9-4798-acc0-c35320949854,jarrettk-betweenthedevilandthe-peacockgdejohnettej-2009-7e485343,mix,True,0.9939759036144579,0.40394088669950734,14,08-05-24_06-09-46,0.07343749999999999,4.0625,3
With Malice Towards None,d5c51907-81dd-42d8-9e78-956ff9f0d28e,hicksj-withmalicetowardsnone-bookerwmuhammadi-1981-d5c51907,mix,True,1.0,0.0,14,08-05-24_06-10-13,0.07343749999999999,4.0625,3
Expectations,78892a40-bee3-490c-90e8-226203310b97,hicksj-expectations-drummondrsmittym-1993-78892a40,mix,True,0.9972451790633609,0.431924882629108,14,08-05-24_06-10-42,0.07343749999999999,4.0625,3
Fly Little Bird Fly,e3e5bd4a-a7c4-4b49-8308-c63420605332,hicksj-flylittlebirdfly-williamsbhayesl-2006-e3e5bd4a,mix,True,0.9747899159663865,0.5742574257425742,14,08-05-24_06-11-08,0.07343749999999999,4.0625,3
Back Home Again in Indiana,b0e03bf2-6c3d-48e7-aa7c-ab321ae8a459,petersono-backhomeagaininindiana-kingawilkinsonm-1947-b0e03bf2,mix,True,0.9893048128342246,0.9787234042553191,14,08-05-24_06-11-28,0.07343749999999999,4.0625,3
Tristeza,55736745-695f-4703-a51b-637db2db7324,petersono-tristeza-jonessdurhamb-1970-55736745,mix,True,0.6666666666666666,0.0,14,08-05-24_06-11-49,0.07343749999999999,4.0625,3
The Man I Love,20c60566-3170-41b9-992c-a3062948fca6,petersono-themanilove-orstedndrewm-1984-20c60566,mix,True,1.0,0.9195402298850576,14,08-05-24_06-12-11,0.07343749999999999,4.0625,3
Sweet Georgia Brown,25a7592c-4709-4429-9ca9-7070b32c7f25,powellb-sweetgeorgiabrown-russellcroachm-1950-25a7592c,mix,True,0.659217877094972,0.0,14,08-05-24_06-12-34,0.07343749999999999,4.0625,3
Like Someone in Love,cebd562d-6606-40b5-8d58-01c96609470c,powellb-likesomeoneinlove-michelotpclarkek-1953-cebd562d,mix,True,1.0,0.7070707070707071,14,08-05-24_06-12-58,0.07343749999999999,4.0625,3
Rifftide,8a86e370-95b2-48d1-8346-7664ab9f2b7f,powellb-rifftide-orstednschiopffew-1962-8a86e370,mix,True,0.9977011494252873,0.0,14,08-05-24_06-13-23,0.07343749999999999,4.0625,3
Blues for Gwen,72d0306f-d3ed-4332-9d59-1c22271568d7,tynerm-bluesforgwen-davisajonese-1962-72d0306f,mix,True,0.985981308411215,0.4608695652173913,15,08-05-24_06-13-50,0.07343749999999999,4.0625,3
Lil Darlin,f892ef46-a5e6-4624-a694-36444677cfa2,tynerm-lildarlin-sharpeahayesl-1986-f892ef46,mix,True,1.0,0.0,15,08-05-24_06-14-17,0.07343749999999999,4.0625,3
TraneLike,f61d311f-067d-4ff3-986f-ac91a571a381,tynerm-tranelike-clarkesfostera-1998-f61d311f,mix,True,0.9876543209876543,0.5925925925925927,15,08-05-24_06-14-42,0.07343749999999999,4.0625,3
Someday My Prince Will Come,709cf40e-fd3f-4af7-9028-d96c90741cce,barronk-somedaymyprincewillcome-williamsbrileyb-1982-709cf40e,mix,True,0.9959514170040485,0.48809523809523814,15,08-05-24_06-15-09,0.07343749999999999,4.0625,3
Take the Coltrane,d8efd19a-95cb-47b7-a113-846ac138be11,barronk-takethecoltrane-hadenchaynesr-1994-d8efd19a,mix,True,0.9646569646569647,0.43346007604562736,15,08-05-24_06-15-37,0.07343749999999999,4.0625,3
Shuffle Boil,3a37bdb6-b048-480b-b367-43d0f60e2313,barronk-shuffleboil-kitagawakblakej-2015-3a37bdb6,mix,True,0.9897959183673469,0.8909090909090909,15,08-05-24_06-15-58,0.07343749999999999,4.0625,3
Just Friends,0469f84b-0b9d-4e06-8c82-8d634fd8e8e1,flanagant-justfriends-tuckerbbaileyd-1961-0469f84b,mix,True,1.0,0.5970149253731344,15,08-05-24_06-16-23,0.07343749999999999,4.0625,3
Denzils Best,b4be29dc-0604-4d35-9eec-a1134ddf4d18,flanagant-denzilsbest-mrazgjonese-1976-b4be29dc,mix,True,0.9966329966329966,0.0,15,08-05-24_06-16-45,0.07343749999999999,4.0625,3
Birdsong,1538c8eb-ccd3-4df9-9680-2f866b90ebef,flanagant-birdsong-washingtonpnashl-1997-1538c8eb,mix,True,0.9981308411214954,0.46527777777777773,15,08-05-24_06-17-12,0.07343749999999999,4.0625,3
Ralphs New Blues,7dfd6f62-eb98-4ab1-a82a-faffdc919479,mancej-ralphsnewblues-tuckerbthomasb-1960-7dfd6f62,mix,True,0.9879518072289156,0.0,15,08-05-24_06-17-34,0.07343749999999999,4.0625,3
Holy Mama,9983c9b5-42f8-430f-803c-1afa05bfd4bd,mancej-holymama-riveramlaroccas-1977-9983c9b5,mix,True,1.0,0.5669291338582677,15,08-05-24_06-17-59,0.07343749999999999,4.0625,3
Broadway,97763166-9e4b-426b-9bcc-8cf687051dfe,mancej-broadway-tanakahwilliamsj-2007-97763166,mix,True,0.9911504424778761,0.5147058823529412,15,08-05-24_06-18-25,0.07343749999999999,4.0625,3
Spring Will Be a Little Late This Year,828208f2-3ae0-4de4-878c-ffd8f7cda68c,jamala-springwillbealittle-crosbyiperkinsw-1955-828208f2,mix,True,1.0,0.0,15,08-05-24_06-18-45,0.07343749999999999,4.0625,3
Dolphin Dance,87cd9343-6d9e-4651-aabc-aa191fd7c6b0,jamala-dolphindance-nasserjgantf-1971-87cd9343,mix,True,0.9102564102564102,0.7727272727272728,15,08-05-24_06-19-07,0.07343749999999999,4.0625,3
Milan,16ff9b1f-39ac-4116-83a7-17ae46b76cc5,jamala-milan-cammackjmuhammadi-2004-16ff9b1f,mix,True,0.9928825622775801,0.6666666666666666,15,08-05-24_06-19-31,0.07343749999999999,4.0625,3
No Cover No Minimum,f675dc4a-15fd-44f2-b929-9908d878a3b0,evansb-nocovernominimum-koticktmotianp-1956-f675dc4a,mix,True,0.8560311284046692,0.0,15,08-05-24_06-19-58,0.07343749999999999,4.0625,3
Glorias Step take 1 interrupted,af9c1ed7-0406-4411-a53e-32c5350c9bf8,evansb-gloriassteptake1interrupted-lafarosmotianp-1961-af9c1ed7,mix,True,0.9880952380952381,0.9523809523809523,15,08-05-24_06-20-09,0.07343749999999999,4.0625,3
Glorias Step take 3,f72a8e95-4a9f-409a-aff7-8857540adf73,evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,mix,True,0.9873417721518988,1.0,15,08-05-24_06-20-20,0.07343749999999999,4.0625,3
Emily,f9fa0f9b-b3d7-4f59-a376-54fc83d42e80,evansb-emily-gomezemorellm-1968-f9fa0f9b,mix,True,0.9411764705882353,0.0,15,08-05-24_06-20-35,0.07343749999999999,4.0625,3
SeeSaw,166c480f-4084-491d-a32a-8c899b0e9940,evansb-seesaw-gomezemorellm-1973-166c480f,mix,True,0.8806262230919766,0.5421686746987951,15,08-05-24_06-20-58,0.07343749999999999,4.0625,3
All of You,1324a29e-6075-4beb-861d-73f6de9be20a,evansb-allofyou-gomezezigmunde-1974-1324a29e,mix,True,0.9624060150375939,0.0,15,08-05-24_06-21-21,0.07343749999999999,4.0625,3
Bills Hit Tune,8907b003-9e93-4b74-b35a-981879c9e36e,evansb-billshittune-johnsonmlabarberaj-1980-8907b003,mix,True,0.9929411764705881,0.6046511627906976,15,08-05-24_06-21-45,0.07343749999999999,4.0625,3
Rainbow,2c0f6494-cc8b-4a94-9b0c-9350a97499b2,jarrettk-rainbow-hadencmotianp-1972-2c0f6494,mix,True,0.9812734082397004,0.0,15,08-05-24_06-22-12,0.07343749999999999,4.0625,3
All the Things You Are,c82aab89-ca2b-4211-842f-9c69583d03ca,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,mix,True,0.9,0.3076923076923077,15,08-05-24_06-22-38,0.07343749999999999,4.0625,3
Between the Devil and the Deep Blue Sea,7e485343-1cb9-4798-acc0-c35320949854,jarrettk-betweenthedevilandthe-peacockgdejohnettej-2009-7e485343,mix,True,0.9939759036144579,0.40394088669950734,15,08-05-24_06-23-07,0.07343749999999999,4.0625,3
With Malice Towards None,d5c51907-81dd-42d8-9e78-956ff9f0d28e,hicksj-withmalicetowardsnone-bookerwmuhammadi-1981-d5c51907,mix,True,1.0,0.0,15,08-05-24_06-23-34,0.07343749999999999,4.0625,3
Expectations,78892a40-bee3-490c-90e8-226203310b97,hicksj-expectations-drummondrsmittym-1993-78892a40,mix,True,0.9972451790633609,0.431924882629108,15,08-05-24_06-24-03,0.07343749999999999,4.0625,3
Fly Little Bird Fly,e3e5bd4a-a7c4-4b49-8308-c63420605332,hicksj-flylittlebirdfly-williamsbhayesl-2006-e3e5bd4a,mix,True,0.9747899159663865,0.5742574257425742,15,08-05-24_06-24-28,0.07343749999999999,4.0625,3
Back Home Again in Indiana,b0e03bf2-6c3d-48e7-aa7c-ab321ae8a459,petersono-backhomeagaininindiana-kingawilkinsonm-1947-b0e03bf2,mix,True,0.9893048128342246,0.9787234042553191,15,08-05-24_06-24-48,0.07343749999999999,4.0625,3
Tristeza,55736745-695f-4703-a51b-637db2db7324,petersono-tristeza-jonessdurhamb-1970-55736745,mix,True,0.6666666666666666,0.0,15,08-05-24_06-25-10,0.07343749999999999,4.0625,3
The Man I Love,20c60566-3170-41b9-992c-a3062948fca6,petersono-themanilove-orstedndrewm-1984-20c60566,mix,True,1.0,0.9195402298850576,15,08-05-24_06-25-31,0.07343749999999999,4.0625,3
Sweet Georgia Brown,25a7592c-4709-4429-9ca9-7070b32c7f25,powellb-sweetgeorgiabrown-russellcroachm-1950-25a7592c,mix,True,0.659217877094972,0.0,15,08-05-24_06-25-53,0.07343749999999999,4.0625,3
Like Someone in Love,cebd562d-6606-40b5-8d58-01c96609470c,powellb-likesomeoneinlove-michelotpclarkek-1953-cebd562d,mix,True,1.0,0.7070707070707071,15,08-05-24_06-26-17,0.07343749999999999,4.0625,3
Rifftide,8a86e370-95b2-48d1-8346-7664ab9f2b7f,powellb-rifftide-orstednschiopffew-1962-8a86e370,mix,True,0.9977011494252873,0.0,15,08-05-24_06-26-42,0.07343749999999999,4.0625,3
Blues for Gwen,72d0306f-d3ed-4332-9d59-1c22271568d7,tynerm-bluesforgwen-davisajonese-1962-72d0306f,mix,True,0.985981308411215,0.4608695652173913,16,08-05-24_06-27-09,0.07343749999999999,4.0625,2
Lil Darlin,f892ef46-a5e6-4624-a694-36444677cfa2,tynerm-lildarlin-sharpeahayesl-1986-f892ef46,mix,True,1.0,0.0,16,08-05-24_06-27-35,0.07343749999999999,4.0625,2
TraneLike,f61d311f-067d-4ff3-986f-ac91a571a381,tynerm-tranelike-clarkesfostera-1998-f61d311f,mix,True,0.9876543209876543,0.5925925925925927,16,08-05-24_06-28-01,0.07343749999999999,4.0625,2
Someday My Prince Will Come,709cf40e-fd3f-4af7-9028-d96c90741cce,barronk-somedaymyprincewillcome-williamsbrileyb-1982-709cf40e,mix,True,0.9959514170040485,0.48809523809523814,16,08-05-24_06-28-28,0.07343749999999999,4.0625,2
Take the Coltrane,d8efd19a-95cb-47b7-a113-846ac138be11,barronk-takethecoltrane-hadenchaynesr-1994-d8efd19a,mix,True,0.9646569646569647,0.43346007604562736,16,08-05-24_06-28-56,0.07343749999999999,4.0625,2
Shuffle Boil,3a37bdb6-b048-480b-b367-43d0f60e2313,barronk-shuffleboil-kitagawakblakej-2015-3a37bdb6,mix,True,0.9897959183673469,0.8909090909090909,16,08-05-24_06-29-17,0.07343749999999999,4.0625,2
Just Friends,0469f84b-0b9d-4e06-8c82-8d634fd8e8e1,flanagant-justfriends-tuckerbbaileyd-1961-0469f84b,mix,True,1.0,0.5970149253731344,16,08-05-24_06-29-43,0.07343749999999999,4.0625,2
Denzils Best,b4be29dc-0604-4d35-9eec-a1134ddf4d18,flanagant-denzilsbest-mrazgjonese-1976-b4be29dc,mix,True,0.9966329966329966,0.0,16,08-05-24_06-30-06,0.07343749999999999,4.0625,2
Birdsong,1538c8eb-ccd3-4df9-9680-2f866b90ebef,flanagant-birdsong-washingtonpnashl-1997-1538c8eb,mix,True,0.9981308411214954,0.46527777777777773,16,08-05-24_06-30-33,0.07343749999999999,4.0625,2
Ralphs New Blues,7dfd6f62-eb98-4ab1-a82a-faffdc919479,mancej-ralphsnewblues-tuckerbthomasb-1960-7dfd6f62,mix,True,0.9879518072289156,0.0,16,08-05-24_06-30-54,0.07343749999999999,4.0625,2
Holy Mama,9983c9b5-42f8-430f-803c-1afa05bfd4bd,mancej-holymama-riveramlaroccas-1977-9983c9b5,mix,True,1.0,0.5669291338582677,16,08-05-24_06-31-19,0.07343749999999999,4.0625,2
Broadway,97763166-9e4b-426b-9bcc-8cf687051dfe,mancej-broadway-tanakahwilliamsj-2007-97763166,mix,True,0.9911504424778761,0.5147058823529412,16,08-05-24_06-31-46,0.07343749999999999,4.0625,2
Spring Will Be a Little Late This Year,828208f2-3ae0-4de4-878c-ffd8f7cda68c,jamala-springwillbealittle-crosbyiperkinsw-1955-828208f2,mix,True,1.0,0.0,16,08-05-24_06-32-06,0.07343749999999999,4.0625,2
Dolphin Dance,87cd9343-6d9e-4651-aabc-aa191fd7c6b0,jamala-dolphindance-nasserjgantf-1971-87cd9343,mix,True,0.9102564102564102,0.7727272727272728,16,08-05-24_06-32-29,0.07343749999999999,4.0625,2
Milan,16ff9b1f-39ac-4116-83a7-17ae46b76cc5,jamala-milan-cammackjmuhammadi-2004-16ff9b1f,mix,True,0.9928825622775801,0.6666666666666666,16,08-05-24_06-32-53,0.07343749999999999,4.0625,2
No Cover No Minimum,f675dc4a-15fd-44f2-b929-9908d878a3b0,evansb-nocovernominimum-koticktmotianp-1956-f675dc4a,mix,True,0.8560311284046692,0.0,16,08-05-24_06-33-21,0.07343749999999999,4.0625,2
Glorias Step take 1 interrupted,af9c1ed7-0406-4411-a53e-32c5350c9bf8,evansb-gloriassteptake1interrupted-lafarosmotianp-1961-af9c1ed7,mix,True,0.9880952380952381,0.9523809523809523,16,08-05-24_06-33-32,0.07343749999999999,4.0625,2
Glorias Step take 3,f72a8e95-4a9f-409a-aff7-8857540adf73,evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,mix,True,0.9873417721518988,1.0,16,08-05-24_06-33-43,0.07343749999999999,4.0625,2
Emily,f9fa0f9b-b3d7-4f59-a376-54fc83d42e80,evansb-emily-gomezemorellm-1968-f9fa0f9b,mix,True,0.9411764705882353,0.0,16,08-05-24_06-33-57,0.07343749999999999,4.0625,2
SeeSaw,166c480f-4084-491d-a32a-8c899b0e9940,evansb-seesaw-gomezemorellm-1973-166c480f,mix,True,0.8806262230919766,0.5421686746987951,16,08-05-24_06-34-21,0.07343749999999999,4.0625,2
All of You,1324a29e-6075-4beb-861d-73f6de9be20a,evansb-allofyou-gomezezigmunde-1974-1324a29e,mix,True,0.9624060150375939,0.0,16,08-05-24_06-34-45,0.07343749999999999,4.0625,2
Bills Hit Tune,8907b003-9e93-4b74-b35a-981879c9e36e,evansb-billshittune-johnsonmlabarberaj-1980-8907b003,mix,True,0.9929411764705881,0.6046511627906976,16,08-05-24_06-35-10,0.07343749999999999,4.0625,2
Rainbow,2c0f6494-cc8b-4a94-9b0c-9350a97499b2,jarrettk-rainbow-hadencmotianp-1972-2c0f6494,mix,True,0.9812734082397004,0.0,16,08-05-24_06-35-37,0.07343749999999999,4.0625,2
All the Things You Are,c82aab89-ca2b-4211-842f-9c69583d03ca,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,mix,True,0.9,0.3076923076923077,16,08-05-24_06-36-04,0.07343749999999999,4.0625,2
Between the Devil and the Deep Blue Sea,7e485343-1cb9-4798-acc0-c35320949854,jarrettk-betweenthedevilandthe-peacockgdejohnettej-2009-7e485343,mix,True,0.9939759036144579,0.40394088669950734,16,08-05-24_06-36-33,0.07343749999999999,4.0625,2
With Malice Towards None,d5c51907-81dd-42d8-9e78-956ff9f0d28e,hicksj-withmalicetowardsnone-bookerwmuhammadi-1981-d5c51907,mix,True,1.0,0.0,16,08-05-24_06-37-00,0.07343749999999999,4.0625,2
Expectations,78892a40-bee3-490c-90e8-226203310b97,hicksj-expectations-drummondrsmittym-1993-78892a40,mix,True,0.9972451790633609,0.431924882629108,16,08-05-24_06-37-29,0.07343749999999999,4.0625,2
Fly Little Bird Fly,e3e5bd4a-a7c4-4b49-8308-c63420605332,hicksj-flylittlebirdfly-williamsbhayesl-2006-e3e5bd4a,mix,True,0.9747899159663865,0.5742574257425742,16,08-05-24_06-37-54,0.07343749999999999,4.0625,2
Back Home Again in Indiana,b0e03bf2-6c3d-48e7-aa7c-ab321ae8a459,petersono-backhomeagaininindiana-kingawilkinsonm-1947-b0e03bf2,mix,True,0.9893048128342246,0.9787234042553191,16,08-05-24_06-38-15,0.07343749999999999,4.0625,2
Tristeza,55736745-695f-4703-a51b-637db2db7324,petersono-tristeza-jonessdurhamb-1970-55736745,mix,True,0.6666666666666666,0.0,16,08-05-24_06-38-37,0.07343749999999999,4.0625,2
The Man I Love,20c60566-3170-41b9-992c-a3062948fca6,petersono-themanilove-orstedndrewm-1984-20c60566,mix,True,1.0,0.9195402298850576,16,08-05-24_06-38-59,0.07343749999999999,4.0625,2
Sweet Georgia Brown,25a7592c-4709-4429-9ca9-7070b32c7f25,powellb-sweetgeorgiabrown-russellcroachm-1950-25a7592c,mix,True,0.659217877094972,0.0,16,08-05-24_06-39-22,0.07343749999999999,4.0625,2
Like Someone in Love,cebd562d-6606-40b5-8d58-01c96609470c,powellb-likesomeoneinlove-michelotpclarkek-1953-cebd562d,mix,True,1.0,0.7070707070707071,16,08-05-24_06-39-46,0.07343749999999999,4.0625,2
Rifftide,8a86e370-95b2-48d1-8346-7664ab9f2b7f,powellb-rifftide-orstednschiopffew-1962-8a86e370,mix,True,0.9977011494252873,0.0,16,08-05-24_06-40-10,0.07343749999999999,4.0625,2
Blues for Gwen,72d0306f-d3ed-4332-9d59-1c22271568d7,tynerm-bluesforgwen-davisajonese-1962-72d0306f,mix,True,0.985981308411215,0.4608695652173913,17,08-05-24_06-40-38,0.07343749999999999,4.0625,3
Lil Darlin,f892ef46-a5e6-4624-a694-36444677cfa2,tynerm-lildarlin-sharpeahayesl-1986-f892ef46,mix,True,1.0,0.0,17,08-05-24_06-41-04,0.07343749999999999,4.0625,3
TraneLike,f61d311f-067d-4ff3-986f-ac91a571a381,tynerm-tranelike-clarkesfostera-1998-f61d311f,mix,True,0.9876543209876543,0.5925925925925927,17,08-05-24_06-41-28,0.07343749999999999,4.0625,3
Someday My Prince Will Come,709cf40e-fd3f-4af7-9028-d96c90741cce,barronk-somedaymyprincewillcome-williamsbrileyb-1982-709cf40e,mix,True,0.9959514170040485,0.48809523809523814,17,08-05-24_06-41-55,0.07343749999999999,4.0625,3
Take the Coltrane,d8efd19a-95cb-47b7-a113-846ac138be11,barronk-takethecoltrane-hadenchaynesr-1994-d8efd19a,mix,True,0.9646569646569647,0.43346007604562736,17,08-05-24_06-42-22,0.07343749999999999,4.0625,3
Shuffle Boil,3a37bdb6-b048-480b-b367-43d0f60e2313,barronk-shuffleboil-kitagawakblakej-2015-3a37bdb6,mix,True,0.9897959183673469,0.8909090909090909,17,08-05-24_06-42-44,0.07343749999999999,4.0625,3
Just Friends,0469f84b-0b9d-4e06-8c82-8d634fd8e8e1,flanagant-justfriends-tuckerbbaileyd-1961-0469f84b,mix,True,1.0,0.5970149253731344,17,08-05-24_06-43-09,0.07343749999999999,4.0625,3
Denzils Best,b4be29dc-0604-4d35-9eec-a1134ddf4d18,flanagant-denzilsbest-mrazgjonese-1976-b4be29dc,mix,True,0.9966329966329966,0.0,17,08-05-24_06-43-32,0.07343749999999999,4.0625,3
Birdsong,1538c8eb-ccd3-4df9-9680-2f866b90ebef,flanagant-birdsong-washingtonpnashl-1997-1538c8eb,mix,True,0.9981308411214954,0.46527777777777773,17,08-05-24_06-44-01,0.07343749999999999,4.0625,3
Ralphs New Blues,7dfd6f62-eb98-4ab1-a82a-faffdc919479,mancej-ralphsnewblues-tuckerbthomasb-1960-7dfd6f62,mix,True,0.9879518072289156,0.0,17,08-05-24_06-44-22,0.07343749999999999,4.0625,3
Holy Mama,9983c9b5-42f8-430f-803c-1afa05bfd4bd,mancej-holymama-riveramlaroccas-1977-9983c9b5,mix,True,1.0,0.5669291338582677,17,08-05-24_06-44-47,0.07343749999999999,4.0625,3
Broadway,97763166-9e4b-426b-9bcc-8cf687051dfe,mancej-broadway-tanakahwilliamsj-2007-97763166,mix,True,0.9911504424778761,0.5147058823529412,17,08-05-24_06-45-13,0.07343749999999999,4.0625,3
Spring Will Be a Little Late This Year,828208f2-3ae0-4de4-878c-ffd8f7cda68c,jamala-springwillbealittle-crosbyiperkinsw-1955-828208f2,mix,True,1.0,0.0,17,08-05-24_06-45-33,0.07343749999999999,4.0625,3
Dolphin Dance,87cd9343-6d9e-4651-aabc-aa191fd7c6b0,jamala-dolphindance-nasserjgantf-1971-87cd9343,mix,True,0.9102564102564102,0.7727272727272728,17,08-05-24_06-45-55,0.07343749999999999,4.0625,3
Milan,16ff9b1f-39ac-4116-83a7-17ae46b76cc5,jamala-milan-cammackjmuhammadi-2004-16ff9b1f,mix,True,0.9928825622775801,0.6666666666666666,17,08-05-24_06-46-20,0.07343749999999999,4.0625,3
No Cover No Minimum,f675dc4a-15fd-44f2-b929-9908d878a3b0,evansb-nocovernominimum-koticktmotianp-1956-f675dc4a,mix,True,0.8560311284046692,0.0,17,08-05-24_06-46-47,0.07343749999999999,4.0625,3
Glorias Step take 1 interrupted,af9c1ed7-0406-4411-a53e-32c5350c9bf8,evansb-gloriassteptake1interrupted-lafarosmotianp-1961-af9c1ed7,mix,True,0.9880952380952381,0.9523809523809523,17,08-05-24_06-46-59,0.07343749999999999,4.0625,3
Glorias Step take 3,f72a8e95-4a9f-409a-aff7-8857540adf73,evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,mix,True,0.9873417721518988,1.0,17,08-05-24_06-47-10,0.07343749999999999,4.0625,3
Emily,f9fa0f9b-b3d7-4f59-a376-54fc83d42e80,evansb-emily-gomezemorellm-1968-f9fa0f9b,mix,True,0.9411764705882353,0.0,17,08-05-24_06-47-23,0.07343749999999999,4.0625,3
SeeSaw,166c480f-4084-491d-a32a-8c899b0e9940,evansb-seesaw-gomezemorellm-1973-166c480f,mix,True,0.8806262230919766,0.5421686746987951,17,08-05-24_06-47-46,0.07343749999999999,4.0625,3
All of You,1324a29e-6075-4beb-861d-73f6de9be20a,evansb-allofyou-gomezezigmunde-1974-1324a29e,mix,True,0.9624060150375939,0.0,17,08-05-24_06-48-10,0.07343749999999999,4.0625,3
Bills Hit Tune,8907b003-9e93-4b74-b35a-981879c9e36e,evansb-billshittune-johnsonmlabarberaj-1980-8907b003,mix,True,0.9929411764705881,0.6046511627906976,17,08-05-24_06-48-34,0.07343749999999999,4.0625,3
Rainbow,2c0f6494-cc8b-4a94-9b0c-9350a97499b2,jarrettk-rainbow-hadencmotianp-1972-2c0f6494,mix,True,0.9812734082397004,0.0,17,08-05-24_06-49-01,0.07343749999999999,4.0625,3
All the Things You Are,c82aab89-ca2b-4211-842f-9c69583d03ca,jarrettk-allthethingsyouare-peacockgdejohnettej-1989-c82aab89,mix,True,0.9,0.3076923076923077,17,08-05-24_06-49-27,0.07343749999999999,4.0625,3
Between the Devil and the Deep Blue Sea,7e485343-1cb9-4798-acc0-c35320949854,jarrettk-betweenthedevilandthe-peacockgdejohnettej-2009-7e485343,mix,True,0.9939759036144579,0.40394088669950734,17,08-05-24_06-49-57,0.07343749999999999,4.0625,3
With Malice Towards None,d5c51907-81dd-42d8-9e78-956ff9f0d28e,hicksj-withmalicetowardsnone-bookerwmuhammadi-1981-d5c51907,mix,True,1.0,0.0,17,08-05-24_06-50-24,0.07343749999999999,4.0625,3
Expectations,78892a40-bee3-490c-90e8-226203310b97,hicksj-expectations-drummondrsmittym-1993-78892a40,mix,True,0.9972451790633609,0.431924882629108,17,08-05-24_06-50-54,0.07343749999999999,4.0625,3
Fly Little Bird Fly,e3e5bd4a-a7c4-4b49-8308-c63420605332,hicksj-flylittlebirdfly-williamsbhayesl-2006-e3e5bd4a,mix,True,0.9747899159663865,0.5742574257425742,17,08-05-24_06-51-19,0.07343749999999999,4.0625,3
Back Home Again in Indiana,b0e03bf2-6c3d-48e7-aa7c-ab321ae8a459,petersono-backhomeagaininindiana-kingawilkinsonm-1947-b0e03bf2,mix,True,0.9893048128342246,0.9787234042553191,17,08-05-24_06-51-41,0.07343749999999999,4.0625,3
Tristeza,55736745-695f-4703-a51b-637db2db7324,petersono-tristeza-jonessdurhamb-1970-55736745,mix,True,0.6666666666666666,0.0,17,08-05-24_06-52-02,0.07343749999999999,4.0625,3
The Man I Love,20c60566-3170-41b9-992c-a3062948fca6,petersono-themanilove-orstedndrewm-1984-20c60566,mix,True,1.0,0.9195402298850576,17,08-05-24_06-52-24,0.07343749999999999,4.0625,3
Sweet Georgia Brown,25a7592c-4709-4429-9ca9-7070b32c7f25,powellb-sweetgeorgiabrown-russellcroachm-1950-25a7592c,mix,True,0.659217877094972,0.0,17,08-05-24_06-52-46,0.07343749999999999,4.0625,3
Like Someone in Love,cebd562d-6606-40b5-8d58-01c96609470c,powellb-likesomeoneinlove-michelotpclarkek-1953-cebd562d,mix,True,1.0,0.7070707070707071,17,08-05-24_06-53-10,0.07343749999999999,4.0625,3
Rifftide,8a86e370-95b2-48d1-8346-7664ab9f2b7f,powellb-rifftide-orstednschiopffew-1962-8a86e370,mix,True,0.9977011494252873,0.0,17,08-05-24_06-53-35,0.07343749999999999,4.0625,3
Blues for Gwen,72d0306f-d3ed-4332-9d59-1c22271568d7,tynerm-bluesforgwen-davisajonese-1962-72d0306f,mix,True,0.985981308411215,0.4608695652173913,18,08-05-24_06-54-04,0.07343749999999999,4.0625,3
