track_name,mbz_id,fname,instrument,center,backtrack,f_score,iterations,time,max_size,wait,delta,pre_max,post_max,pre_avg,post_avg
Autumn Leaves,902d3125-5eab-4c81-b504-975ca7a8a841,evansb-autumnleaves-johnsonmlabarberaj-1980-902d3125,bass,True,False,0.4769001490312965,4,27-10-23_11-18-28,5,10,0.05,16,5,5,5
Bills Hit Tune,0f9d3126-c136-4809-bc19-0af1e50a1e4b,evansb-billshittune-johnsonmlabarberaj-1980-0f9d3126,bass,True,False,0.5215686274509804,4,27-10-23_11-18-33,5,10,0.05,16,5,5,5
Days of Wine  Roses,c2ab551d-aa62-4407-b2e8-28ed30e01573,evansb-daysofwineroses-johnsonmlabarberaj-1980-c2ab551d,bass,True,False,0.5607321131447587,4,27-10-23_11-18-38,5,10,0.05,16,5,5,5
The Touch of Your Lips,86381970-d551-4570-b8b9-d525bab81fb5,evansb-thetouchofyourlips-johnsonmlabarberaj-1980-86381970,bass,True,False,0.500583430571762,4,27-10-23_11-18-43,5,10,0.05,16,5,5,5
Turn Out the Stars,d786dfbb-2d16-4559-a80e-8227e3e38e17,evansb-turnoutthestars-johnsonmlabarberaj-1980-d786dfbb,bass,True,False,0.5201590005678591,4,27-10-23_11-18-44,5,10,0.05,16,5,5,5
34 Skidoo,2ff369e4-b72e-4948-9b27-152d60f75a84,evansb-34skidoo-gomezemorellm-1972-2ff369e4,bass,True,False,0.39928909952606634,4,27-10-23_11-18-41,5,10,0.05,16,5,5,5
A Sleeping Bee,85b8621e-33b2-4ec9-804d-2f6acc31b013,evansb-asleepingbee-gomezemorellm-1969-85b8621e,bass,True,False,0.3779527559055118,4,27-10-23_11-18-36,5,10,0.05,16,5,5,5
How Deep Is the Ocean,29cee7e1-f0a4-4ee0-be3b-ad1129933c7a,evansb-howdeepistheocean-gomezemorellm-1969-29cee7e1,bass,True,False,0.5845311430527036,4,27-10-23_11-18-44,5,10,0.05,16,5,5,5
Nardis,1a057fb9-2773-4a90-b163-441032c10955,evansb-nardis-gomezemorellm-1972-1a057fb9,bass,True,False,0.6806167400881057,4,27-10-23_11-18-44,5,10,0.05,16,5,5,5
Our Love Is Here to Stay,d66bd275-f3ac-45b8-bdd8-60045917d694,evansb-ourloveishereto-gomezemorellm-1969-d66bd275,bass,True,False,0.4057971014492754,4,27-10-23_11-18-39,5,10,0.05,16,5,5,5
SeeSaw,166c480f-4084-491d-a32a-8c899b0e9940,evansb-seesaw-gomezemorellm-1974-166c480f,bass,True,False,0.6754385964912281,4,27-10-23_11-18-46,5,10,0.05,16,5,5,5
How About You,597be228-4b30-4d1b-909d-dbe4fb57d937,evansb-howaboutyou-gomezedejohnettej-1968-597be228,bass,True,False,0.5477031802120141,5,27-10-23_11-18-58,5,14,0.05,16,5,5,5
Turn Out the Stars,7e8112aa-7274-46fc-9b41-5c6af74839ad,evansb-turnoutthestars-gomezedejohnettej-1968-7e8112aa,bass,True,False,0.3926940639269406,5,27-10-23_11-18-57,5,14,0.05,16,5,5,5
All of You,1324a29e-6075-4beb-861d-73f6de9be20a,evansb-allofyou-gomezezigmunde-1975-1324a29e,bass,True,False,0.6036697247706422,5,27-10-23_11-19-04,5,14,0.05,16,5,5,5
Wrap Your Troubles in Dreams,a007f3a3-e9be-498b-b87c-f89a6ae4e523,evansb-wrapyourtroublesindreams-gomezejoep-1967-a007f3a3,bass,True,False,0.5608465608465608,5,27-10-23_11-18-57,5,14,0.05,16,5,5,5
Youre Gonna Hear From Me,f476cd37-454f-4f73-8b41-ad55c08aafad,evansb-youregonnahearfromme-gomezejoep-1966-f476cd37,bass,True,False,0.5106035889070147,5,27-10-23_11-19-01,5,14,0.05,16,5,5,5
Deed I Do,57707551-2a88-4a64-ae65-552f1b9ce4bc,evansb-deedido-israelscbunkerl-1966-57707551,bass,True,False,0.4370748299319728,5,27-10-23_11-18-59,5,14,0.05,16,5,5,5
Blues in F,22dcfe38-dd8d-47d6-9cb6-f21d811ad5dd,evansb-bluesinf-israelscbunkerl-1963-22dcfe38,bass,True,False,0.3404255319148936,5,27-10-23_11-18-53,5,14,0.05,16,5,5,5
Glorias Step take 1 interrupted,af9c1ed7-0406-4411-a53e-32c5350c9bf8,evansb-gloriassteptake1interrupted-lafarosmotianp-1961-af9c1ed7,bass,True,False,0.4203539823008849,5,27-10-23_11-18-51,5,14,0.05,16,5,5,5
Glorias Step take 3,f72a8e95-4a9f-409a-aff7-8857540adf73,evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,bass,True,False,0.4304932735426009,5,27-10-23_11-18-57,5,14,0.05,16,5,5,5
Israel,96983faa-05bb-4900-b8f3-a6af4ec08290,evansb-israel-lafarosmotianp-1961-96983faa,bass,True,False,0.3850267379679145,5,27-10-23_11-19-07,5,14,0.05,16,5,5,5
Autumn Leaves,902d3125-5eab-4c81-b504-975ca7a8a841,evansb-autumnleaves-johnsonmlabarberaj-1980-902d3125,bass,True,False,0.4968354430379747,5,27-10-23_11-19-04,5,14,0.05,16,5,5,5
Bills Hit Tune,0f9d3126-c136-4809-bc19-0af1e50a1e4b,evansb-billshittune-johnsonmlabarberaj-1980-0f9d3126,bass,True,False,0.5441329179646937,5,27-10-23_11-19-10,5,14,0.05,16,5,5,5
Days of Wine  Roses,c2ab551d-aa62-4407-b2e8-28ed30e01573,evansb-daysofwineroses-johnsonmlabarberaj-1980-c2ab551d,bass,True,False,0.5746140651801029,5,27-10-23_11-19-15,5,14,0.05,16,5,5,5
The Touch of Your Lips,86381970-d551-4570-b8b9-d525bab81fb5,evansb-thetouchofyourlips-johnsonmlabarberaj-1980-86381970,bass,True,False,0.5176613885505481,5,27-10-23_11-19-20,5,14,0.05,16,5,5,5
Turn Out the Stars,d786dfbb-2d16-4559-a80e-8227e3e38e17,evansb-turnoutthestars-johnsonmlabarberaj-1980-d786dfbb,bass,True,False,0.5389150943396227,5,27-10-23_11-19-22,5,14,0.05,16,5,5,5
34 Skidoo,2ff369e4-b72e-4948-9b27-152d60f75a84,evansb-34skidoo-gomezemorellm-1972-2ff369e4,bass,True,False,0.4208518753973299,5,27-10-23_11-19-18,5,14,0.05,16,5,5,5
A Sleeping Bee,85b8621e-33b2-4ec9-804d-2f6acc31b013,evansb-asleepingbee-gomezemorellm-1969-85b8621e,bass,True,False,0.4117647058823529,5,27-10-23_11-19-12,5,14,0.05,16,5,5,5
