0.000000000	1.1
0.244535147	1.2
0.512290249	1.3
0.790204082	1.4
1.072471655	2.1
1.348208617	2.2
1.627573696	2.3
1.900408163	2.4
2.176145125	3.1
2.454784580	3.2
2.740680272	3.3
3.006258503	3.4
3.287074830	4.1
3.559183673	4.2
3.838548753	4.3
4.109206349	4.4
4.388571429	5.1
4.660680272	5.2
4.934965986	5.3
5.215056689	5.4
5.488616780	6.1
5.766530612	6.2
6.041541950	6.3
6.312925170	6.4
6.585759637	7.1
6.868752834	7.2
7.147392290	7.3
7.420226757	7.4
7.690000000	8.1
7.970000000	8.2
8.250000000	8.3
8.530000000	8.4
8.810000000	9.1
9.090000000	9.2
9.370000000	9.3
9.650000000	9.4
9.930000000	10.1
10.210000000	10.2
10.490000000	10.3
10.770000000	10.4
11.050000000	11.1
11.320000000	11.2
11.610000000	11.3
11.880000000	11.4
12.160000000	12.1
12.440000000	12.2
12.720000000	12.3
13.000000000	12.4
13.290000000	13.1
13.560000000	13.2
13.840000000	13.3
14.120000000	13.4
14.410000000	14.1
14.680000000	14.2
14.970000000	14.3
15.240000000	14.4
15.530000000	15.1
15.810000000	15.2
16.100000000	15.3
16.380000000	15.4
16.660000000	16.1
16.940000000	16.2
17.230000000	16.3
17.510000000	16.4
17.790000000	17.1
18.080000000	17.2
18.360000000	17.3
18.640000000	17.4
18.920000000	18.1
19.200000000	18.2
19.480000000	18.3
19.750000000	18.4
20.040000000	19.1
20.310000000	19.2
20.600000000	19.3
20.880000000	19.4
21.170000000	20.1
21.440000000	20.2
21.730000000	20.3
22.010000000	20.4
22.280000000	21.1
22.580000000	21.2
22.860000000	21.3
23.140000000	21.4
23.420000000	22.1
23.710000000	22.2
23.990000000	22.3
24.270000000	22.4
24.560000000	23.1
24.840000000	23.2
25.130000000	23.3
25.400000000	23.4
25.690000000	24.1
25.960000000	24.2
26.250000000	24.3
26.530000000	24.4
26.810000000	25.1
27.080000000	25.2
27.360000000	25.3
27.640000000	25.4
27.930000000	26.1
28.210000000	26.2
28.500000000	26.3
28.780000000	26.4
29.060000000	27.1
29.340000000	27.2
29.630000000	27.3
29.900000000	27.4
30.190000000	28.1
30.470000000	28.2
30.760000000	28.3
31.030000000	28.4
31.320000000	29.1
31.600000000	29.2
31.880000000	29.3
32.160000000	29.4
32.460000000	30.1
32.730000000	30.2
33.030000000	30.3
33.300000000	30.4
33.580000000	31.1
33.860000000	31.2
34.150000000	31.3
34.430000000	31.4
34.710000000	32.1
34.990000000	32.2
35.270000000	32.3
35.540000000	32.4
35.820000000	33.1
36.100000000	33.2
36.390000000	33.3
36.670000000	33.4
36.960000000	34.1
37.250000000	34.2
37.530000000	34.3
37.820000000	34.4
38.100000000	35.1
38.380000000	35.2
38.670000000	35.3
38.960000000	35.4
39.250000000	36.1
39.540000000	36.2
39.830000000	36.3
40.110000000	36.4
40.400000000	37.1
40.680000000	37.2
40.970000000	37.3
41.250000000	37.4
41.550000000	38.1
41.820000000	38.2
42.120000000	38.3
42.390000000	38.4
42.680000000	39.1
42.960000000	39.2
43.250000000	39.3
43.530000000	39.4
43.830000000	40.1
44.110000000	40.2
44.400000000	40.3
44.680000000	40.4
44.960000000	41.1
45.250000000	41.2
45.540000000	41.3
45.820000000	41.4
46.110000000	42.1
46.390000000	42.2
46.690000000	42.3
46.960000000	42.4
47.250000000	43.1
47.530000000	43.2
47.800000000	43.3
48.090000000	43.4
48.380000000	44.1
48.660000000	44.2
48.950000000	44.3
49.230000000	44.4
49.520000000	45.1
49.790000000	45.2
50.090000000	45.3
50.370000000	45.4
50.660000000	46.1
50.940000000	46.2
51.230000000	46.3
51.500000000	46.4
51.800000000	47.1
52.080000000	47.2
52.360000000	47.3
52.640000000	47.4
52.940000000	48.1
53.220000000	48.2
53.500000000	48.3
53.780000000	48.4
54.050000000	49.1
54.350000000	49.2
54.630000000	49.3
54.910000000	49.4
55.200000000	50.1
55.480000000	50.2
55.770000000	50.3
56.060000000	50.4
56.340000000	51.1
56.620000000	51.2
56.900000000	51.3
57.190000000	51.4
57.480000000	52.1
57.760000000	52.2
58.050000000	52.3
58.320000000	52.4
58.610000000	53.1
58.890000000	53.2
59.180000000	53.3
59.450000000	53.4
59.750000000	54.1
60.020000000	54.2
60.320000000	54.3
60.590000000	54.4
60.870000000	55.1
61.150000000	55.2
61.440000000	55.3
61.710000000	55.4
62.000000000	56.1
62.280000000	56.2
62.570000000	56.3
62.840000000	56.4
63.120000000	57.1
63.410000000	57.2
63.690000000	57.3
63.970000000	57.4
64.270000000	58.1
64.540000000	58.2
64.820000000	58.3
65.100000000	58.4
65.380000000	59.1
65.660000000	59.2
65.950000000	59.3
66.220000000	59.4
66.520000000	60.1
66.790000000	60.2
67.080000000	60.3
67.360000000	60.4
67.630000000	61.1
67.910000000	61.2
68.200000000	61.3
68.480000000	61.4
68.780000000	62.1
69.050000000	62.2
69.340000000	62.3
69.613786848	62.4
69.910000000	63.1
