0.106666667	asdf
0.389841270	asdf
0.688253968	asdf
0.979047619	asdf
1.286349206	asdf
1.572063492	asdf
1.813333333	asdf
2.140952381	asdf
2.417777778	asdf
2.688253968	asdf
2.984126984	asdf
3.274920635	asdf
3.540317460	asdf
3.826031746	asdf
4.105396825	asdf
4.356825397	asdf
4.655238095	asdf
4.925714286	asdf
5.219047619	asdf
5.516190476	asdf
5.799365079	asdf
6.059682540	asdf
6.347936508	asdf
6.629841270	asdf
6.924444444	asdf
7.193650794	asdf
7.497142857	asdf
7.777777778	asdf
8.068571429	asdf
8.344126984	asdf
9.467936508	asdf
10.427936508	asdf
11.428571429	asdf
11.582222222	asdf
12.039365079	asdf
12.558730159	asdf
12.831746032	asdf
13.104761905	asdf
13.361269841	asdf
13.664761905	asdf
13.931428571	asdf
14.148571429	asdf
14.507936508	asdf
14.805079365	asdf
15.043809524	asdf
15.629206349	asdf
16.199365079	asdf
17.027301587	asdf
17.313015873	asdf
17.605079365	asdf
18.166349206	asdf
18.444444444	asdf
18.737777778	asdf
19.273650794	asdf
19.857777778	asdf
20.154920635	asdf
20.664126984	asdf
20.962539683	asdf
21.523809524	asdf
21.758730159	asdf
22.053333333	asdf
22.660317460	asdf
22.887619048	asdf
23.172063492	asdf
23.413333333	asdf
23.710476190	asdf
24.034285714	asdf
24.261587302	asdf
24.510476190	asdf
25.090793651	asdf
25.335873016	asdf
25.617777778	asdf
25.885714286	asdf
26.162539683	asdf
26.459682540	asdf
26.733968254	asdf
26.995555556	asdf
27.274920635	asdf
27.574603175	asdf
27.841269841	asdf
28.128253968	asdf
28.374603175	asdf
28.684444444	asdf
28.948571429	asdf
29.217777778	asdf
29.500952381	asdf
29.804444444	asdf
30.088888889	asdf
30.363174603	asdf
30.647619048	asdf
30.916825397	asdf
31.222857143	asdf
31.492063492	asdf
31.752380952	asdf
32.303492063	asdf
32.591746032	asdf
33.141587302	asdf
33.415873016	asdf
33.998730159	asdf
34.368253968	asdf
34.763174603	asdf
34.833015873	asdf
35.100952381	asdf
35.351111111	asdf
35.550476190	asdf
35.693968254	asdf
35.965714286	asdf
36.110476190	asdf
36.275555556	asdf
36.534603175	asdf
36.659047619	asdf
36.816507937	asdf
37.348571429	asdf
37.857777778	asdf
38.147301587	asdf
38.421587302	asdf
38.683174603	asdf
39.125079365	asdf
39.258412698	asdf
39.489523810	asdf
39.806984127	asdf
40.059682540	asdf
40.325079365	asdf
40.628571429	asdf
40.899047619	asdf
41.168253968	asdf
41.451428571	asdf
41.740952381	asdf
42.034285714	asdf
42.278095238	asdf
42.547301587	asdf
42.829206349	asdf
43.095873016	asdf
43.373968254	asdf
43.634285714	asdf
43.937777778	asdf
44.193015873	asdf
44.441904762	asdf
44.736507937	asdf
44.999365079	asdf
45.296507937	asdf
45.583492063	asdf
45.875555556	asdf
46.133333333	asdf
46.416507937	asdf
46.685714286	asdf
52.737777778	asdf
53.006984127	asdf
53.280000000	asdf
53.539047619	asdf
53.824761905	asdf
54.106666667	asdf
54.377142857	asdf
54.641269841	asdf
54.924444444	asdf
55.191111111	asdf
55.481904762	asdf
55.765079365	asdf
56.022857143	asdf
56.304761905	asdf
56.596825397	asdf
56.859682540	asdf
57.125079365	asdf
57.409523810	asdf
57.693968254	asdf
58.007619048	asdf
58.245079365	asdf
58.453333333	asdf
58.820317460	asdf
59.078095238	asdf
59.398095238	asdf
59.659682540	asdf
59.953015873	asdf
60.270476190	asdf
60.535873016	asdf
60.807619048	asdf
61.050158730	asdf
61.329523810	asdf
61.636825397	asdf
61.906031746	asdf
62.181587302	asdf
62.452063492	asdf
62.712380952	asdf
62.985396825	asdf
63.258412698	asdf
63.564444444	asdf
63.866666667	asdf
64.134603175	asdf
64.377142857	asdf
64.671746032	asdf
64.938412698	asdf
65.222857143	asdf
65.481904762	asdf
65.795555556	asdf
66.055873016	asdf
66.337777778	asdf
66.627301587	asdf
66.887619048	asdf
67.163174603	asdf
67.433650794	asdf
67.720634921	asdf
67.989841270	asdf
68.255238095	asdf
68.529523810	asdf
68.815238095	asdf
69.069206349	asdf
69.365079365	asdf
69.660952381	asdf
69.928888889	asdf
70.203174603	asdf
70.464761905	asdf
70.745396825	asdf
71.024761905	asdf
71.296507937	asdf
71.561904762	asdf
71.860317460	asdf
72.126984127	asdf
72.402539683	asdf
72.673015873	asdf
72.957460317	asdf
73.233015873	asdf
73.502222222	asdf
73.789206349	asdf
74.365714286	asdf
75.150476190	asdf
75.706666667	asdf
75.966984127	asdf
76.126984127	asdf
76.240000000	asdf
76.365714286	asdf
76.796190476	asdf
77.083174603	asdf
77.225396825	asdf
77.338412698	asdf
77.633015873	asdf
77.780317460	asdf
77.907301587	asdf
78.179047619	asdf
78.448253968	asdf
78.720000000	asdf
