0.066757370	New Point
0.240907029	New Point
0.415056689	New Point
0.593560091	New Point
0.757551020	New Point
0.938956916	New Point
1.114557823	DB
1.301768707	New Point
1.454149660	New Point
1.639909297	New Point
1.812607710	New Point
39.385396825	58.2
39.555192744	58.3
39.736598639	58.4
39.897687075	DB
40.081995465	59.2
40.261950113	59.3
40.434648526	59.4
40.610249433	60.2
40.782947846	60.3
40.945487528	60.4
41.115283447	61.1
41.298140590	61.2
41.459229025	61.3
41.630476190	61.4
41.806077098	62.1
41.972970522	62.2
42.157278912	62.3
42.321269841	62.4
42.491065760	63.1
42.662312925	63.2
42.842267574	63.3
43.004807256	63.4
43.196371882	64.1
43.373424036	64.3
43.522902494	64.4
43.719024943	65.1
43.891519274	65.2
44.087437642	65.3
44.245623583	65.4
44.400748299	66.1
44.592471655	66.2
44.747755102	66.3
44.901587302	66.4
45.068548753	67.1
45.248435374	67.2
45.383673469	67.3
45.564807256	67.4
45.741859410	68.1
45.917460317	68.2
46.093061224	68.3
46.264308390	68.4
46.432653061	69.1
46.605351474	69.2
46.776598639	69.3
46.937687075	69.4
47.104580499	70.1
47.261315193	70.2
47.444489796	70.3
47.627029478	70.4
47.786666667	71.1
47.968662132	71.2
48.133514739	New Point
48.307664399	71.3
48.465850340	71.4
48.631292517	72.1
48.806893424	72.2
48.981043084	72.3
49.134875283	72.4
49.313378685	73.1
49.494784580	73.2
49.657324263	73.3
49.811156463	73.4
49.991111111	74.1
50.159455782	74.2
50.329251701	74.3
50.488888889	New Point
50.652358277	74.4
50.829931973	75.1
51.004081633	75.2
51.163718821	75.3
51.346575964	75.4
51.519274376	76.1
51.689070295	76.2
51.867573696	76.3
52.034467120	76.4
52.199909297	77.1
52.363900227	77.2
52.540952381	77.3
52.708231293	77.4
52.887800454	78.1
53.054693878	78.2
53.221587302	78.3
53.378321995	78.4
53.568435374	79.1
53.726621315	79.2
53.896417234	79.3
54.070566893	79.4
54.244716553	80.1
54.413061224	80.2
54.585759637	80.3
54.754104308	80.4
54.928253968	81.1
55.098049887	81.2
55.273650794	81.3
55.433287982	81.4
55.600181406	82.2
55.783038549	82.3
55.928163265	82.4
56.096507937	83.1
56.260498866	83.2
56.418684807	83.3
56.589931973	83.4
56.777142857	84.1
56.944036281	84.2
57.119637188	84.3
57.286530612	84.4
57.466485261	85.1
57.642086168	85.2
57.810430839	85.3
57.993287982	85.4
58.151473923	86.1
58.329977324	86.2
58.492517007	86.3
58.676825397	86.4
58.852426304	87.1
59.029478458	87.2
59.189115646	87.3
59.373424036	87.4
59.543219955	88.1
59.720272109	88.2
59.879909297	88.3
60.052607710	88.4
60.232562358	89.1
60.402358277	89.2
60.577959184	89.3
60.736145125	89.4
60.913197279	90.1
61.078639456	90.2
61.251337868	90.3
61.418231293	90.4
61.595283447	91.1
61.779591837	91.2
61.942131519	91.3
62.113378685	91.4
62.283174603	92.1
62.455873016	92.2
62.628571429	92.3
62.804172336	92.4
62.973968254	93.1
63.132154195	93.2
63.317913832	93.3
63.484807256	New Point
63.642403628	93.4
63.828752834	94.1
63.985487528	94.2
64.133514739	94.3
64.319274376	94.4
64.500680272	95.1
64.682086168	95.2
64.847528345	95.3
65.021678005	95.4
65.182766440	96.1
65.352562358	96.2
65.526712018	96.4
65.692154195	97.1
65.861950113	97.2
66.030294785	97.3
66.194285714	97.4
66.361179138	98.1
66.523718821	DB
66.700770975	98.3
66.877823129	98.4
